stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
4067,1105,Qualification,2023-09-09T00:00:00,,
4068,1106,Prospecting,2024-12-07T00:00:00,,
4069,1107,Prospecting,2023-11-25T00:00:00,,
4070,1108,Prospecting,2024-08-01T00:00:00,2024-08-21T00:00:00,20
4071,1108,Discovery,2024-08-21T00:00:00,2024-08-30T00:00:00,9
4072,1108,Qualification,2024-08-30T00:00:00,2024-09-09T00:00:00,10
4073,1108,Proposal,2024-09-09T00:00:00,,
4074,1109,Prospecting,2023-07-16T00:00:00,2023-08-21T00:00:00,36
4075,1109,Discovery,2023-08-21T00:00:00,2023-09-11T00:00:00,21
4076,1109,Qualification,2023-09-11T00:00:00,2023-10-10T00:00:00,29
4077,1109,Proposal,2023-10-10T00:00:00,2023-11-02T00:00:00,23
4078,1109,Negotiation,2023-11-02T00:00:00,2023-12-03T00:00:00,31
4079,1109,Closed Won,2023-12-03T00:00:00,2024-01-17T00:00:00,45
4080,1109,Closed Lost,2024-01-17T00:00:00,2024-01-17T00:00:00,0
4081,1110,Prospecting,2021-10-17T00:00:00,2021-10-29T00:00:00,12
4082,1110,Discovery,2021-10-29T00:00:00,,
4083,483,Prospecting,2021-06-01T00:00:00,2021-06-14T00:00:00,13
4084,483,Discovery,2021-06-14T00:00:00,2021-06-23T00:00:00,9
4085,483,Qualification,2021-06-23T00:00:00,2021-07-07T00:00:00,14
4086,483,Proposal,2021-07-07T00:00:00,,
4087,1112,Prospecting,2022-09-27T00:00:00,,
4088,1113,Prospecting,2024-12-10T00:00:00,2024-12-24T00:00:00,14
4089,1113,Discovery,2024-12-24T00:00:00,2025-01-12T00:00:00,19
4090,1113,Qualification,2025-01-12T00:00:00,2025-01-29T00:00:00,17
4091,1113,Proposal,2025-01-29T00:00:00,,
4092,1114,Prospecting,2024-09-16T00:00:00,2024-09-30T00:00:00,14
4093,1114,Discovery,2024-09-30T00:00:00,2024-10-10T00:00:00,10
4094,1114,Qualification,2024-10-10T00:00:00,2024-10-27T00:00:00,17
4095,1114,Proposal,2024-10-27T00:00:00,2024-11-13T00:00:00,17
4096,1114,Negotiation,2024-11-13T00:00:00,,
4097,1115,Prospecting,2022-08-18T00:00:00,2022-08-30T00:00:00,12
4098,1115,Discovery,2022-08-30T00:00:00,,
4099,1116,Prospecting,2022-07-10T00:00:00,2022-07-18T00:00:00,8
4100,1116,Discovery,2022-07-18T00:00:00,2022-08-06T00:00:00,19
4101,1116,Qualification,2022-08-06T00:00:00,,
4102,1117,Prospecting,2023-10-02T00:00:00,2023-10-15T00:00:00,13
4103,1117,Discovery,2023-10-15T00:00:00,2023-10-23T00:00:00,8
4104,1117,Qualification,2023-10-23T00:00:00,2023-10-28T00:00:00,5
4105,1117,Proposal,2023-10-28T00:00:00,2023-11-09T00:00:00,12
4106,1117,Negotiation,2023-11-09T00:00:00,2023-11-28T00:00:00,19
4107,1117,Closed Won,2023-11-28T00:00:00,2023-12-12T00:00:00,14
4108,1117,Closed Lost,2023-12-12T00:00:00,2023-12-12T00:00:00,0
4109,1118,Prospecting,2023-10-29T00:00:00,2023-11-09T00:00:00,11
4110,1118,Discovery,2023-11-09T00:00:00,,
4111,1119,Prospecting,2022-12-08T00:00:00,2022-12-15T00:00:00,7
4112,1119,Discovery,2022-12-15T00:00:00,2022-12-27T00:00:00,12
4113,1119,Qualification,2022-12-27T00:00:00,2023-01-03T00:00:00,7
4114,1119,Proposal,2023-01-03T00:00:00,2023-01-12T00:00:00,9
4115,1119,Negotiation,2023-01-12T00:00:00,2023-01-30T00:00:00,18
4116,1119,Closed Won,2023-01-30T00:00:00,2023-02-12T00:00:00,13
4117,1119,Closed Lost,2023-02-12T00:00:00,2023-02-12T00:00:00,0
4118,1120,Prospecting,2024-12-20T00:00:00,2024-12-25T00:00:00,5
4119,1120,Discovery,2024-12-25T00:00:00,2025-01-09T00:00:00,15
4120,1120,Qualification,2025-01-09T00:00:00,2025-01-24T00:00:00,15
4121,1120,Proposal,2025-01-24T00:00:00,2025-02-05T00:00:00,12
4122,1120,Negotiation,2025-02-05T00:00:00,,
4123,1121,Prospecting,2024-08-25T00:00:00,2024-09-06T00:00:00,12
4124,1121,Discovery,2024-09-06T00:00:00,2024-09-20T00:00:00,14
4125,1121,Qualification,2024-09-20T00:00:00,,
4126,1122,Prospecting,2024-01-14T00:00:00,2024-01-20T00:00:00,6
4127,1122,Discovery,2024-01-20T00:00:00,2024-02-05T00:00:00,16
4128,1122,Qualification,2024-02-05T00:00:00,2024-03-08T00:00:00,32
4129,1122,Proposal,2024-03-08T00:00:00,2024-03-13T00:00:00,5
4130,1122,Negotiation,2024-03-13T00:00:00,2024-03-27T00:00:00,14
4131,1122,Closed Won,2024-03-27T00:00:00,2024-04-23T00:00:00,27
4132,1122,Closed Lost,2024-04-23T00:00:00,2024-04-23T00:00:00,0
4133,1123,Prospecting,2023-01-18T00:00:00,2023-02-03T00:00:00,16
4134,1123,Discovery,2023-02-03T00:00:00,2023-02-21T00:00:00,18
4135,1123,Qualification,2023-02-21T00:00:00,2023-02-26T00:00:00,5
4136,1123,Proposal,2023-02-26T00:00:00,,
4137,1124,Prospecting,2024-09-24T00:00:00,,
4138,1125,Prospecting,2024-10-04T00:00:00,2024-10-13T00:00:00,9
4139,1125,Discovery,2024-10-13T00:00:00,2024-11-03T00:00:00,21
4140,1125,Qualification,2024-11-03T00:00:00,,
4141,1126,Prospecting,2023-12-21T00:00:00,2024-01-18T00:00:00,28
4142,1126,Discovery,2024-01-18T00:00:00,2024-02-10T00:00:00,23
4143,1126,Qualification,2024-02-10T00:00:00,2024-03-09T00:00:00,28
4144,1126,Proposal,2024-03-09T00:00:00,2024-04-06T00:00:00,28
4145,1126,Negotiation,2024-04-06T00:00:00,2024-05-04T00:00:00,28
4146,1126,Closed Won,2024-05-04T00:00:00,2024-06-15T00:00:00,42
4147,1126,Closed Lost,2024-06-15T00:00:00,2024-06-15T00:00:00,0
4148,1127,Prospecting,2024-12-14T00:00:00,2024-12-15T00:00:00,1
4149,1127,Discovery,2024-12-15T00:00:00,2024-12-20T00:00:00,5
4150,1127,Qualification,2024-12-20T00:00:00,2024-12-24T00:00:00,4
4151,1127,Proposal,2024-12-24T00:00:00,2024-12-25T00:00:00,1
4152,1127,Negotiation,2024-12-25T00:00:00,2024-12-27T00:00:00,2
4153,1127,Closed Won,2024-12-27T00:00:00,2024-12-29T00:00:00,2
4154,1127,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
4155,723,Prospecting,2024-04-04T00:00:00,,
4156,1129,Prospecting,2023-08-09T00:00:00,2023-08-20T00:00:00,11
4157,1129,Discovery,2023-08-20T00:00:00,2023-09-05T00:00:00,16
4158,1129,Qualification,2023-09-05T00:00:00,,
4159,1130,Prospecting,2024-07-17T00:00:00,2024-07-28T00:00:00,11
4160,1130,Discovery,2024-07-28T00:00:00,2024-08-16T00:00:00,19
4161,1130,Qualification,2024-08-16T00:00:00,,
4162,1131,Prospecting,2024-10-05T00:00:00,2024-10-19T00:00:00,14
4163,1131,Discovery,2024-10-19T00:00:00,,
4164,1132,Prospecting,2020-10-16T00:00:00,2020-10-29T00:00:00,13
4165,1132,Discovery,2020-10-29T00:00:00,2020-11-12T00:00:00,14
4166,1132,Qualification,2020-11-12T00:00:00,,
4167,1133,Prospecting,2024-10-27T00:00:00,2024-11-04T00:00:00,8
4168,1133,Discovery,2024-11-04T00:00:00,2024-11-16T00:00:00,12
4169,1133,Qualification,2024-11-16T00:00:00,2024-11-19T00:00:00,3
4170,1133,Proposal,2024-11-19T00:00:00,2024-11-27T00:00:00,8
4171,1133,Negotiation,2024-11-27T00:00:00,2024-12-15T00:00:00,18
4172,1133,Closed Won,2024-12-15T00:00:00,2024-12-15T00:00:00,0
4173,1134,Prospecting,2021-04-06T00:00:00,2021-04-13T00:00:00,7
4174,1134,Discovery,2021-04-13T00:00:00,2021-04-26T00:00:00,13
4175,1134,Qualification,2021-04-26T00:00:00,2021-05-19T00:00:00,23
4176,1134,Proposal,2021-05-19T00:00:00,2021-06-07T00:00:00,19
4177,1134,Negotiation,2021-06-07T00:00:00,2021-07-06T00:00:00,29
4178,1134,Closed Won,2021-07-06T00:00:00,2021-07-25T00:00:00,19
4179,1134,Closed Lost,2021-07-25T00:00:00,2021-07-25T00:00:00,0
4180,1135,Prospecting,2024-01-11T00:00:00,2024-02-02T00:00:00,22
4181,1135,Discovery,2024-02-02T00:00:00,2024-02-14T00:00:00,12
4182,1135,Qualification,2024-02-14T00:00:00,,
4183,1136,Prospecting,2024-02-11T00:00:00,2024-02-22T00:00:00,11
4184,1136,Discovery,2024-02-22T00:00:00,,
4185,1137,Prospecting,2024-12-25T00:00:00,2025-01-05T00:00:00,11
4186,1137,Discovery,2025-01-05T00:00:00,,
4187,1138,Prospecting,2024-12-21T00:00:00,2025-01-03T00:00:00,13
4188,1138,Discovery,2025-01-03T00:00:00,2025-01-26T00:00:00,23
4189,1138,Qualification,2025-01-26T00:00:00,2025-02-01T00:00:00,6
4190,1138,Proposal,2025-02-01T00:00:00,,
4191,1139,Prospecting,2024-04-27T00:00:00,2024-05-08T00:00:00,11
4192,1139,Discovery,2024-05-08T00:00:00,2024-06-03T00:00:00,26
4193,1139,Qualification,2024-06-03T00:00:00,,
4194,1140,Prospecting,2024-11-29T00:00:00,,
4195,1141,Prospecting,2024-02-06T00:00:00,,
4196,1142,Prospecting,2024-08-28T00:00:00,2024-09-13T00:00:00,16
4197,1142,Discovery,2024-09-13T00:00:00,,
4198,1143,Prospecting,2023-01-06T00:00:00,2023-01-19T00:00:00,13
4199,1143,Discovery,2023-01-19T00:00:00,2023-01-30T00:00:00,11
4200,1143,Qualification,2023-01-30T00:00:00,,
4201,1144,Prospecting,2024-02-08T00:00:00,2024-02-14T00:00:00,6
4202,1144,Discovery,2024-02-14T00:00:00,2024-03-11T00:00:00,26
4203,1144,Qualification,2024-03-11T00:00:00,,
4204,1145,Prospecting,2022-01-07T00:00:00,2022-01-21T00:00:00,14
4205,1145,Discovery,2022-01-21T00:00:00,2022-01-30T00:00:00,9
4206,1145,Qualification,2022-01-30T00:00:00,,
4207,1146,Prospecting,2024-12-23T00:00:00,2024-12-24T00:00:00,1
4208,1146,Discovery,2024-12-24T00:00:00,2024-12-25T00:00:00,1
4209,1146,Qualification,2024-12-25T00:00:00,2024-12-26T00:00:00,1
4210,1146,Proposal,2024-12-26T00:00:00,2024-12-27T00:00:00,1
4211,1146,Negotiation,2024-12-27T00:00:00,2024-12-29T00:00:00,2
4212,1146,Closed Won,2024-12-29T00:00:00,2024-12-30T00:00:00,1
4213,1146,Closed Lost,2024-12-30T00:00:00,2024-12-30T00:00:00,0
4214,1147,Prospecting,2024-08-19T00:00:00,2024-08-31T00:00:00,12
4215,1147,Discovery,2024-08-31T00:00:00,2024-09-20T00:00:00,20
4216,1147,Qualification,2024-09-20T00:00:00,2024-10-05T00:00:00,15
4217,1147,Proposal,2024-10-05T00:00:00,2024-10-11T00:00:00,6
4218,1147,Negotiation,2024-10-11T00:00:00,,
4219,1148,Prospecting,2024-08-06T00:00:00,2024-08-15T00:00:00,9
4220,1148,Discovery,2024-08-15T00:00:00,2024-08-25T00:00:00,10
4221,1148,Qualification,2024-08-25T00:00:00,2024-09-03T00:00:00,9
4222,1148,Proposal,2024-09-03T00:00:00,2024-09-16T00:00:00,13
4223,1148,Negotiation,2024-09-16T00:00:00,2024-10-14T00:00:00,28
4224,1148,Closed Won,2024-10-14T00:00:00,2024-10-14T00:00:00,0
4225,1149,Prospecting,2022-11-04T00:00:00,2022-11-14T00:00:00,10
4226,1149,Discovery,2022-11-14T00:00:00,2022-12-07T00:00:00,23
4227,1149,Qualification,2022-12-07T00:00:00,2022-12-24T00:00:00,17
4228,1149,Proposal,2022-12-24T00:00:00,,
4229,1150,Prospecting,2023-02-27T00:00:00,2023-03-11T00:00:00,12
4230,1150,Discovery,2023-03-11T00:00:00,,
4231,1151,Prospecting,2024-12-18T00:00:00,2024-12-22T00:00:00,4
4232,1151,Discovery,2024-12-22T00:00:00,2025-01-13T00:00:00,22
4233,1151,Qualification,2025-01-13T00:00:00,2025-01-30T00:00:00,17
4234,1151,Proposal,2025-01-30T00:00:00,,
4235,1152,Prospecting,2024-09-03T00:00:00,,
4236,1153,Prospecting,2024-11-05T00:00:00,2024-11-12T00:00:00,7
4237,1153,Discovery,2024-11-12T00:00:00,,
4238,1154,Prospecting,2024-11-30T00:00:00,,
4239,1155,Prospecting,2024-12-11T00:00:00,2024-12-18T00:00:00,7
4240,1155,Discovery,2024-12-18T00:00:00,2025-01-05T00:00:00,18
4241,1155,Qualification,2025-01-05T00:00:00,,
4242,1156,Prospecting,2023-09-25T00:00:00,2023-10-08T00:00:00,13
4243,1156,Discovery,2023-10-08T00:00:00,2023-10-28T00:00:00,20
4244,1156,Qualification,2023-10-28T00:00:00,,
4245,1157,Prospecting,2024-03-28T00:00:00,,
4246,1158,Prospecting,2024-04-09T00:00:00,2024-05-07T00:00:00,28
4247,1158,Discovery,2024-05-07T00:00:00,2024-06-23T00:00:00,47
4248,1158,Qualification,2024-06-23T00:00:00,2024-07-10T00:00:00,17
4249,1158,Proposal,2024-07-10T00:00:00,2024-07-26T00:00:00,16
4250,1158,Negotiation,2024-07-26T00:00:00,2024-09-03T00:00:00,39
4251,1158,Closed Won,2024-09-03T00:00:00,2024-09-21T00:00:00,18
4252,1158,Closed Lost,2024-09-21T00:00:00,2024-09-21T00:00:00,0
4253,1159,Prospecting,2024-08-30T00:00:00,2024-09-14T00:00:00,15
4254,1159,Discovery,2024-09-14T00:00:00,2024-09-24T00:00:00,10
4255,1159,Qualification,2024-09-24T00:00:00,2024-10-10T00:00:00,16
4256,1159,Proposal,2024-10-10T00:00:00,2024-10-20T00:00:00,10
4257,1159,Negotiation,2024-10-20T00:00:00,2024-10-28T00:00:00,8
4258,1159,Closed Won,2024-10-28T00:00:00,2024-10-28T00:00:00,0
4259,1160,Prospecting,2024-02-05T00:00:00,2024-02-26T00:00:00,21
4260,1160,Discovery,2024-02-26T00:00:00,,
4261,503,Prospecting,2022-08-10T00:00:00,2022-08-22T00:00:00,12
4262,503,Discovery,2022-08-22T00:00:00,2022-09-07T00:00:00,16
4263,503,Qualification,2022-09-07T00:00:00,2022-09-21T00:00:00,14
4264,503,Proposal,2022-09-21T00:00:00,,
4265,1162,Prospecting,2024-09-27T00:00:00,2024-10-11T00:00:00,14
4266,1162,Discovery,2024-10-11T00:00:00,,
4267,1163,Prospecting,2020-04-11T00:00:00,2020-05-24T00:00:00,43
4268,1163,Discovery,2020-05-24T00:00:00,2020-07-14T00:00:00,51
4269,1163,Qualification,2020-07-14T00:00:00,2020-07-31T00:00:00,17
4270,1163,Proposal,2020-07-31T00:00:00,2020-08-15T00:00:00,15
4271,1163,Negotiation,2020-08-15T00:00:00,2020-10-12T00:00:00,58
4272,1163,Closed Won,2020-10-12T00:00:00,2020-10-28T00:00:00,16
4273,1163,Closed Lost,2020-10-28T00:00:00,2020-10-28T00:00:00,0
4274,1164,Prospecting,2024-10-03T00:00:00,2024-10-12T00:00:00,9
4275,1164,Discovery,2024-10-12T00:00:00,2024-10-23T00:00:00,11
4276,1164,Qualification,2024-10-23T00:00:00,2024-11-07T00:00:00,15
4277,1164,Proposal,2024-11-07T00:00:00,2024-11-14T00:00:00,7
4278,1164,Negotiation,2024-11-14T00:00:00,2024-11-30T00:00:00,16
4279,1164,Closed Won,2024-11-30T00:00:00,2024-12-12T00:00:00,12
4280,1164,Closed Lost,2024-12-12T00:00:00,2024-12-12T00:00:00,0
4281,1165,Prospecting,2024-04-14T00:00:00,2024-04-25T00:00:00,11
4282,1165,Discovery,2024-04-25T00:00:00,,
4283,1166,Prospecting,2024-11-16T00:00:00,2024-11-23T00:00:00,7
4284,1166,Discovery,2024-11-23T00:00:00,2024-11-29T00:00:00,6
4285,1166,Qualification,2024-11-29T00:00:00,2024-12-04T00:00:00,5
4286,1166,Proposal,2024-12-04T00:00:00,2024-12-11T00:00:00,7
4287,1166,Negotiation,2024-12-11T00:00:00,2024-12-24T00:00:00,13
4288,1166,Closed Won,2024-12-24T00:00:00,2024-12-28T00:00:00,4
4289,1166,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
4290,1004,Prospecting,2023-12-10T00:00:00,2023-12-23T00:00:00,13
4291,1004,Discovery,2023-12-23T00:00:00,,
4292,1168,Prospecting,2024-11-12T00:00:00,2024-11-24T00:00:00,12
4293,1168,Discovery,2024-11-24T00:00:00,2024-12-04T00:00:00,10
4294,1168,Qualification,2024-12-04T00:00:00,,
4295,1169,Prospecting,2024-08-22T00:00:00,2024-09-01T00:00:00,10
4296,1169,Discovery,2024-09-01T00:00:00,2024-09-19T00:00:00,18
4297,1169,Qualification,2024-09-19T00:00:00,2024-10-08T00:00:00,19
4298,1169,Proposal,2024-10-08T00:00:00,,
4299,1170,Prospecting,2023-04-08T00:00:00,2023-04-27T00:00:00,19
4300,1170,Discovery,2023-04-27T00:00:00,2023-06-12T00:00:00,46
4301,1170,Qualification,2023-06-12T00:00:00,2023-06-24T00:00:00,12
4302,1170,Proposal,2023-06-24T00:00:00,2023-07-02T00:00:00,8
4303,1170,Negotiation,2023-07-02T00:00:00,2023-07-17T00:00:00,15
4304,1170,Closed Won,2023-07-17T00:00:00,2023-08-15T00:00:00,29
4305,1170,Closed Lost,2023-08-15T00:00:00,2023-08-15T00:00:00,0
4306,1171,Prospecting,2024-02-16T00:00:00,2024-02-29T00:00:00,13
4307,1171,Discovery,2024-02-29T00:00:00,2024-03-16T00:00:00,16
4308,1171,Qualification,2024-03-16T00:00:00,,
4309,1172,Prospecting,2024-08-09T00:00:00,2024-08-19T00:00:00,10
4310,1172,Discovery,2024-08-19T00:00:00,2024-09-06T00:00:00,18
4311,1172,Qualification,2024-09-06T00:00:00,,
4312,1173,Prospecting,2024-12-01T00:00:00,2024-12-16T00:00:00,15
4313,1173,Discovery,2024-12-16T00:00:00,,
4314,1174,Prospecting,2024-12-12T00:00:00,,
4315,1175,Prospecting,2024-07-14T00:00:00,,
4316,1176,Prospecting,2024-02-27T00:00:00,2024-02-28T00:00:00,1
4317,1176,Discovery,2024-02-28T00:00:00,2024-03-01T00:00:00,2
4318,1176,Qualification,2024-03-01T00:00:00,2024-03-04T00:00:00,3
4319,1176,Proposal,2024-03-04T00:00:00,2024-03-05T00:00:00,1
4320,1176,Negotiation,2024-03-05T00:00:00,2024-03-10T00:00:00,5
4321,1176,Closed Won,2024-03-10T00:00:00,2024-03-11T00:00:00,1
4322,1176,Closed Lost,2024-03-11T00:00:00,2024-03-11T00:00:00,0
4323,1177,Prospecting,2023-08-21T00:00:00,,
4324,1178,Prospecting,2022-12-02T00:00:00,2022-12-13T00:00:00,11
4325,1178,Discovery,2022-12-13T00:00:00,,
4326,1179,Prospecting,2024-11-27T00:00:00,2024-12-02T00:00:00,5
4327,1179,Discovery,2024-12-02T00:00:00,2024-12-13T00:00:00,11
4328,1179,Qualification,2024-12-13T00:00:00,2024-12-15T00:00:00,2
4329,1179,Proposal,2024-12-15T00:00:00,2024-12-16T00:00:00,1
4330,1179,Negotiation,2024-12-16T00:00:00,2024-12-22T00:00:00,6
4331,1179,Closed Won,2024-12-22T00:00:00,2024-12-27T00:00:00,5
4332,1179,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
4333,1180,Prospecting,2024-09-18T00:00:00,2024-10-02T00:00:00,14
4334,1180,Discovery,2024-10-02T00:00:00,,
4335,1181,Prospecting,2023-05-11T00:00:00,2023-05-21T00:00:00,10
4336,1181,Discovery,2023-05-21T00:00:00,,
4337,1182,Prospecting,2021-01-08T00:00:00,2021-01-19T00:00:00,11
4338,1182,Discovery,2021-01-19T00:00:00,2021-02-10T00:00:00,22
4339,1182,Qualification,2021-02-10T00:00:00,2021-02-26T00:00:00,16
4340,1182,Proposal,2021-02-26T00:00:00,,
4341,746,Prospecting,2024-07-04T00:00:00,2024-07-20T00:00:00,16
4342,746,Discovery,2024-07-20T00:00:00,2024-08-09T00:00:00,20
4343,746,Qualification,2024-08-09T00:00:00,2024-09-17T00:00:00,39
4344,746,Proposal,2024-09-17T00:00:00,2024-10-09T00:00:00,22
4345,746,Negotiation,2024-10-09T00:00:00,2024-11-15T00:00:00,37
4346,746,Closed Won,2024-11-15T00:00:00,2024-12-16T00:00:00,31
4347,746,Closed Lost,2024-12-16T00:00:00,2024-12-16T00:00:00,0
4348,1184,Prospecting,2024-08-01T00:00:00,2024-08-06T00:00:00,5
4349,1184,Discovery,2024-08-06T00:00:00,2024-08-23T00:00:00,17
4350,1184,Qualification,2024-08-23T00:00:00,2024-09-17T00:00:00,25
4351,1184,Proposal,2024-09-17T00:00:00,,
4352,1185,Prospecting,2024-04-10T00:00:00,2024-04-25T00:00:00,15
4353,1185,Discovery,2024-04-25T00:00:00,2024-05-05T00:00:00,10
4354,1185,Qualification,2024-05-05T00:00:00,,
4355,1186,Prospecting,2024-11-13T00:00:00,2024-11-19T00:00:00,6
4356,1186,Discovery,2024-11-19T00:00:00,2024-12-01T00:00:00,12
4357,1186,Qualification,2024-12-01T00:00:00,2024-12-04T00:00:00,3
4358,1186,Proposal,2024-12-04T00:00:00,2024-12-08T00:00:00,4
4359,1186,Negotiation,2024-12-08T00:00:00,2024-12-21T00:00:00,13
4360,1186,Closed Won,2024-12-21T00:00:00,2024-12-28T00:00:00,7
4361,1186,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
4362,1187,Prospecting,2022-05-04T00:00:00,2022-05-17T00:00:00,13
4363,1187,Discovery,2022-05-17T00:00:00,2022-06-01T00:00:00,15
4364,1187,Qualification,2022-06-01T00:00:00,,
4365,1188,Prospecting,2022-10-09T00:00:00,2022-10-20T00:00:00,11
4366,1188,Discovery,2022-10-20T00:00:00,2022-11-13T00:00:00,24
4367,1188,Qualification,2022-11-13T00:00:00,2022-11-20T00:00:00,7
4368,1188,Proposal,2022-11-20T00:00:00,,
4369,1189,Prospecting,2024-06-26T00:00:00,2024-06-29T00:00:00,3
4370,1189,Discovery,2024-06-29T00:00:00,2024-07-02T00:00:00,3
4371,1189,Qualification,2024-07-02T00:00:00,2024-07-03T00:00:00,1
4372,1189,Proposal,2024-07-03T00:00:00,2024-07-04T00:00:00,1
4373,1189,Negotiation,2024-07-04T00:00:00,2024-07-06T00:00:00,2
4374,1189,Closed Won,2024-07-06T00:00:00,2024-07-08T00:00:00,2
4375,1189,Closed Lost,2024-07-08T00:00:00,2024-07-08T00:00:00,0
4376,1190,Prospecting,2023-03-04T00:00:00,2023-03-10T00:00:00,6
4377,1190,Discovery,2023-03-10T00:00:00,2023-03-22T00:00:00,12
4378,1190,Qualification,2023-03-22T00:00:00,2023-04-01T00:00:00,10
4379,1190,Proposal,2023-04-01T00:00:00,2023-04-09T00:00:00,8
4380,1190,Negotiation,2023-04-09T00:00:00,2023-05-04T00:00:00,25
4381,1190,Closed Won,2023-05-04T00:00:00,2023-05-04T00:00:00,0
4382,1191,Prospecting,2023-12-22T00:00:00,2024-01-01T00:00:00,10
4383,1191,Discovery,2024-01-01T00:00:00,,
4384,1192,Prospecting,2024-12-06T00:00:00,2024-12-09T00:00:00,3
4385,1192,Discovery,2024-12-09T00:00:00,2024-12-14T00:00:00,5
4386,1192,Qualification,2024-12-14T00:00:00,2024-12-17T00:00:00,3
4387,1192,Proposal,2024-12-17T00:00:00,2024-12-19T00:00:00,2
4388,1192,Negotiation,2024-12-19T00:00:00,2024-12-26T00:00:00,7
4389,1192,Closed Won,2024-12-26T00:00:00,2024-12-29T00:00:00,3
4390,1192,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
4391,1193,Prospecting,2024-11-07T00:00:00,2024-11-22T00:00:00,15
4392,1193,Discovery,2024-11-22T00:00:00,,
4393,1194,Prospecting,2022-12-31T00:00:00,,
4394,364,Prospecting,2024-01-12T00:00:00,,
4395,1196,Prospecting,2023-08-06T00:00:00,2023-08-19T00:00:00,13
4396,1196,Discovery,2023-08-19T00:00:00,2023-08-25T00:00:00,6
4397,1196,Qualification,2023-08-25T00:00:00,,
4398,1197,Prospecting,2021-06-21T00:00:00,,
4399,1198,Prospecting,2023-01-25T00:00:00,2023-02-09T00:00:00,15
4400,1198,Discovery,2023-02-09T00:00:00,2023-03-04T00:00:00,23
4401,1198,Qualification,2023-03-04T00:00:00,2023-03-14T00:00:00,10
4402,1198,Proposal,2023-03-14T00:00:00,2023-03-20T00:00:00,6
4403,1198,Negotiation,2023-03-20T00:00:00,,
4404,1199,Prospecting,2024-12-18T00:00:00,2024-12-22T00:00:00,4
4405,1199,Discovery,2024-12-22T00:00:00,2025-01-10T00:00:00,19
4406,1199,Qualification,2025-01-10T00:00:00,,
4407,1200,Prospecting,2024-06-24T00:00:00,2024-07-13T00:00:00,19
4408,1200,Discovery,2024-07-13T00:00:00,,
4409,1201,Prospecting,2024-10-19T00:00:00,2024-10-28T00:00:00,9
4410,1201,Discovery,2024-10-28T00:00:00,,
4411,1202,Prospecting,2024-07-01T00:00:00,,
4412,1203,Prospecting,2024-11-08T00:00:00,2024-11-13T00:00:00,5
4413,1203,Discovery,2024-11-13T00:00:00,,
4414,1204,Prospecting,2024-04-16T00:00:00,2024-05-10T00:00:00,24
4415,1204,Discovery,2024-05-10T00:00:00,2024-06-28T00:00:00,49
4416,1204,Qualification,2024-06-28T00:00:00,2024-07-08T00:00:00,10
4417,1204,Proposal,2024-07-08T00:00:00,2024-07-21T00:00:00,13
4418,1204,Negotiation,2024-07-21T00:00:00,2024-09-15T00:00:00,56
4419,1204,Closed Won,2024-09-15T00:00:00,2024-09-15T00:00:00,0
4420,1205,Prospecting,2024-12-24T00:00:00,2024-12-25T00:00:00,1
4421,1205,Discovery,2024-12-25T00:00:00,2024-12-27T00:00:00,2
4422,1205,Qualification,2024-12-27T00:00:00,2024-12-28T00:00:00,1
4423,1205,Proposal,2024-12-28T00:00:00,2024-12-29T00:00:00,1
4424,1205,Negotiation,2024-12-29T00:00:00,2024-12-30T00:00:00,1
4425,1205,Closed Won,2024-12-30T00:00:00,2024-12-30T00:00:00,0
4426,1206,Prospecting,2024-03-21T00:00:00,2024-04-03T00:00:00,13
4427,1206,Discovery,2024-04-03T00:00:00,,
4428,1207,Prospecting,2023-07-20T00:00:00,2023-08-05T00:00:00,16
4429,1207,Discovery,2023-08-05T00:00:00,2023-08-14T00:00:00,9
4430,1207,Qualification,2023-08-14T00:00:00,2023-09-14T00:00:00,31
4431,1207,Proposal,2023-09-14T00:00:00,2023-09-22T00:00:00,8
4432,1207,Negotiation,2023-09-22T00:00:00,,
4433,1208,Prospecting,2024-10-03T00:00:00,2024-10-18T00:00:00,15
4434,1208,Discovery,2024-10-18T00:00:00,2024-10-27T00:00:00,9
4435,1208,Qualification,2024-10-27T00:00:00,,
4436,1209,Prospecting,2020-09-04T00:00:00,2020-09-20T00:00:00,16
4437,1209,Discovery,2020-09-20T00:00:00,2020-09-30T00:00:00,10
4438,1209,Qualification,2020-09-30T00:00:00,2020-10-08T00:00:00,8
4439,1209,Proposal,2020-10-08T00:00:00,,
4440,1210,Prospecting,2024-10-13T00:00:00,2024-10-17T00:00:00,4
4441,1210,Discovery,2024-10-17T00:00:00,2024-10-25T00:00:00,8
4442,1210,Qualification,2024-10-25T00:00:00,2024-11-02T00:00:00,8
4443,1210,Proposal,2024-11-02T00:00:00,2024-11-09T00:00:00,7
4444,1210,Negotiation,2024-11-09T00:00:00,2024-11-21T00:00:00,12
4445,1210,Closed Won,2024-11-21T00:00:00,2024-11-26T00:00:00,5
4446,1210,Closed Lost,2024-11-26T00:00:00,2024-11-26T00:00:00,0
