contact_role_id,contact_id,opp_id,role,is_primary
2066,1225,1346,Legal Reviewer,False
2067,2251,1347,Champion,True
2068,2623,1348,Economic Buyer,True
2069,2670,1349,End User,False
2070,1501,1349,Champion,True
2071,1337,1350,Technical Evaluator,False
2072,2609,1351,Technical Evaluator,False
2073,49,1351,Blocker,False
2074,2863,1351,Champion,True
2075,2674,1352,Technical Evaluator,False
2076,2108,1352,Executive Sponsor,True
2077,2250,1353,End User,False
2078,1486,1354,Technical Evaluator,False
2079,444,1354,Legal Reviewer,False
2080,760,1354,Champion,True
2081,1620,1355,Economic Buyer,True
2082,30,1356,Champion,True
2083,1591,1356,Blocker,False
2084,818,1356,Economic Buyer,True
2085,1240,1357,Technical Evaluator,False
2086,458,1357,Economic Buyer,True
2087,2853,1358,Executive Sponsor,True
2088,632,1358,Technical Evaluator,False
2089,780,1359,Technical Evaluator,False
2090,2186,1359,Economic Buyer,True
2091,2642,1360,End User,False
2092,2552,1361,Champion,True
2093,2609,1362,Technical Evaluator,False
2094,809,1363,Champion,True
2095,447,1364,Blocker,False
2096,2452,1364,End User,False
2097,887,1364,Economic Buyer,True
2098,1456,1365,Technical Evaluator,False
2099,1857,150,Economic Buyer,True
2100,1354,1367,Economic Buyer,True
2101,427,1368,Executive Sponsor,True
2102,909,1369,Coach,False
2103,51,1370,Coach,False
2104,791,1370,Champion,True
2105,2163,17,Economic Buyer,True
2106,2633,17,Champion,True
2107,2545,1372,End User,False
2108,1408,1372,Champion,True
2109,200,1373,Executive Sponsor,True
2110,598,1374,Coach,False
2111,1827,1375,Legal Reviewer,False
2112,2622,1375,Blocker,False
2113,2237,1376,End User,False
2114,2570,1376,Technical Evaluator,False
2115,2284,1376,Champion,True
2116,2930,1377,Legal Reviewer,False
2117,619,1377,Technical Evaluator,False
2118,1130,1378,Blocker,False
2119,2989,1247,Legal Reviewer,False
2120,779,1247,Technical Evaluator,False
2121,2392,1381,Coach,False
2122,2415,1382,Champion,True
2123,2725,1383,Champion,True
2124,1888,1383,Blocker,False
2125,2179,1383,Legal Reviewer,False
2126,1312,1383,Technical Evaluator,False
2127,838,1384,Technical Evaluator,False
2128,1362,1385,Champion,True
2129,2195,1385,End User,False
2130,2301,1386,Legal Reviewer,False
2131,906,1386,Technical Evaluator,False
2132,739,1387,Technical Evaluator,False
2133,1336,1388,Technical Evaluator,False
2134,1190,1389,Champion,True
2135,496,1389,Economic Buyer,True
2136,2955,1390,Technical Evaluator,False
2137,1478,1391,Champion,True
2138,579,1392,Technical Evaluator,False
2139,2040,1393,End User,False
2140,2954,1393,Technical Evaluator,False
2141,2314,1393,Coach,False
2142,1276,1393,Blocker,False
2143,472,1394,Champion,True
2144,2051,1395,Technical Evaluator,False
2145,2907,1396,Champion,True
2146,1391,1396,Technical Evaluator,False
2147,968,1396,End User,False
2148,1073,1397,Economic Buyer,True
2149,1105,1397,Coach,False
2150,2961,1399,Coach,False
2151,2093,1399,Champion,True
2152,2418,1399,Technical Evaluator,False
2153,506,1399,Economic Buyer,True
2154,2436,1400,Economic Buyer,True
2155,97,1401,Executive Sponsor,True
2156,2323,1402,End User,False
2157,903,1402,Economic Buyer,True
2158,2989,1403,Executive Sponsor,True
2159,1685,1404,Technical Evaluator,False
2160,600,1404,Champion,True
2161,415,1405,Blocker,False
2162,816,1406,Economic Buyer,True
2163,527,1406,Champion,True
2164,1473,1407,Coach,False
2165,1900,1408,Coach,False
2166,2742,1409,End User,False
2167,926,1410,Technical Evaluator,False
2168,1933,1411,Technical Evaluator,False
2169,2840,1412,Champion,True
2170,1464,1412,End User,False
2171,2736,1413,Blocker,False
2172,2603,1415,Champion,True
2173,2760,1416,End User,False
2174,614,1416,Economic Buyer,True
2175,630,1417,Technical Evaluator,False
2176,690,1418,Champion,True
2177,103,1419,Economic Buyer,True
2178,2874,1420,Champion,True
2179,272,1421,Technical Evaluator,False
2180,2172,1422,Champion,True
2181,2107,1423,Blocker,False
2182,1561,1424,Technical Evaluator,False
2183,500,1425,Champion,True
2184,1427,1425,Coach,False
2185,1651,1426,Coach,False
2186,1592,1427,Legal Reviewer,False
2187,733,1429,End User,False
2188,725,1430,Champion,True
2189,865,1430,End User,False
2190,2131,1431,End User,False
2191,495,1432,Champion,True
2192,1302,1432,Technical Evaluator,False
2193,1456,1433,Champion,True
2194,1754,1434,Economic Buyer,True
2195,1347,1435,Champion,True
2196,1159,1435,Economic Buyer,True
2197,2151,1436,Technical Evaluator,False
2198,641,1436,Executive Sponsor,True
2199,2456,1436,Economic Buyer,True
2200,26,1436,End User,False
2201,2034,1437,Champion,True
2202,427,1438,Technical Evaluator,False
2203,2356,1438,Champion,True
2204,1144,1438,End User,False
2205,71,1439,Technical Evaluator,False
2206,302,1440,Champion,True
2207,718,1441,Champion,True
2208,2293,1442,End User,False
2209,2288,1443,End User,False
2210,1012,1443,Economic Buyer,True
2211,416,1444,Technical Evaluator,False
2212,2373,1445,Champion,True
2213,1490,1445,Executive Sponsor,True
2214,2466,1445,Economic Buyer,True
2215,1045,1446,Executive Sponsor,True
2216,1902,1447,Technical Evaluator,False
2217,2946,1448,Blocker,False
2218,2578,1449,Technical Evaluator,False
2219,2394,1449,Champion,True
2220,2776,1450,Champion,True
2221,2795,1451,Champion,True
2222,1549,1452,End User,False
2223,651,1452,Blocker,False
2224,847,1452,Technical Evaluator,False
2225,1833,1453,Champion,True
2226,2803,1454,Champion,True
2227,383,1454,Executive Sponsor,True
2228,377,1455,Economic Buyer,True
2229,1332,1455,Legal Reviewer,False
2230,634,1455,Champion,True
2231,292,1455,Technical Evaluator,False
2232,348,1456,Economic Buyer,True
2233,1976,1457,End User,False
2234,2405,1458,Blocker,False
2235,2515,1459,Coach,False
2236,389,1460,Technical Evaluator,False
2237,2607,1461,Technical Evaluator,False
2238,2168,1461,Champion,True
2239,2746,1461,Coach,False
2240,2561,1461,Economic Buyer,True
2241,2131,1462,Legal Reviewer,False
2242,1944,1463,Technical Evaluator,False
2243,1101,1464,End User,False
2244,1310,1464,Coach,False
2245,1898,1465,Champion,True
2246,935,1466,Blocker,False
2247,1798,1467,End User,False
2248,2926,1468,Economic Buyer,True
2249,1044,1469,Technical Evaluator,False
2250,700,1470,Technical Evaluator,False
2251,2061,1470,Blocker,False
2252,1379,1471,Blocker,False
2253,940,1472,Blocker,False
2254,1547,1473,Economic Buyer,True
2255,1471,1473,End User,False
2256,1952,1474,Technical Evaluator,False
2257,2436,1475,End User,False
2258,1340,1476,End User,False
2259,2164,1476,Economic Buyer,True
2260,2090,1477,Executive Sponsor,True
2261,853,1123,Technical Evaluator,False
2262,2470,1479,Champion,True
2263,2119,1480,Economic Buyer,True
2264,1767,1481,Technical Evaluator,False
2265,2010,1481,Blocker,False
2266,2052,1482,Technical Evaluator,False
2267,2072,1483,Technical Evaluator,False
2268,2110,1484,Technical Evaluator,False
2269,654,1485,Technical Evaluator,False
2270,46,1486,Champion,True
2271,1689,1487,Economic Buyer,True
2272,2327,1487,Coach,False
2273,82,1487,Technical Evaluator,False
2274,1425,1488,Legal Reviewer,False
2275,2987,1488,Technical Evaluator,False
2276,2165,1489,Technical Evaluator,False
2277,1571,1489,Champion,True
2278,1685,1491,Economic Buyer,True
2279,2029,1492,Champion,True
2280,115,1492,Economic Buyer,True
2281,1547,1493,Economic Buyer,True
2282,2011,1494,Legal Reviewer,False
2283,1067,1494,Blocker,False
2284,1212,1495,Executive Sponsor,True
2285,54,1496,Technical Evaluator,False
2286,1212,1497,Executive Sponsor,True
2287,1686,1498,Champion,True
2288,1846,1499,Coach,False
2289,2825,1499,Executive Sponsor,True
2290,2761,1499,End User,False
2291,331,1500,Technical Evaluator,False
2292,2477,1501,Coach,False
2293,354,287,Legal Reviewer,False
2294,509,287,Technical Evaluator,False
2295,2460,1503,End User,False
2296,2917,1503,Technical Evaluator,False
2297,918,1504,Technical Evaluator,False
2298,2500,1505,End User,False
2299,2502,1506,Coach,False
2300,1468,1506,End User,False
2301,2910,1507,End User,False
2302,1376,1508,Economic Buyer,True
2303,2733,1330,Economic Buyer,True
2304,2447,1330,End User,False
2305,1330,1510,Champion,True
2306,2547,1511,Champion,True
2307,766,1511,Legal Reviewer,False
2308,622,1512,Technical Evaluator,False
2309,1147,1512,Champion,True
2310,1623,1513,End User,False
2311,659,1514,End User,False
2312,1661,1515,Technical Evaluator,False
2313,2088,1516,End User,False
2314,2498,1517,Technical Evaluator,False
2315,1738,1518,Blocker,False
2316,2,1518,Executive Sponsor,True
2317,601,1519,Economic Buyer,True
2318,2607,1520,Economic Buyer,True
2319,525,698,Technical Evaluator,False
2320,1783,1523,Technical Evaluator,False
2321,1083,1523,End User,False
2322,1186,1524,End User,False
2323,1440,1524,Blocker,False
2324,888,1525,End User,False
2325,383,1526,Legal Reviewer,False
2326,2941,1527,Economic Buyer,True
2327,1534,1528,Champion,True
2328,493,1529,Technical Evaluator,False
2329,2857,1529,Executive Sponsor,True
2330,57,1530,Blocker,False
2331,1480,1530,Economic Buyer,True
2332,930,1531,Economic Buyer,True
2333,2849,1532,Economic Buyer,True
2334,2341,1532,End User,False
2335,185,1533,Champion,True
2336,786,1533,Legal Reviewer,False
2337,1227,1533,Technical Evaluator,False
2338,2360,1534,Economic Buyer,True
2339,2267,1534,Champion,True
2340,1926,1534,Executive Sponsor,True
2341,370,1534,Technical Evaluator,False
2342,987,1535,Executive Sponsor,True
2343,180,1536,Technical Evaluator,False
2344,2378,1537,Technical Evaluator,False
2345,2219,1538,Champion,True
2346,2435,1539,Blocker,False
2347,2304,1539,End User,False
2348,99,1540,Economic Buyer,True
2349,2096,1541,Economic Buyer,True
2350,2264,1542,Technical Evaluator,False
2351,1035,1543,Coach,False
2352,2449,1543,Champion,True
2353,1264,1544,Champion,True
2354,1588,1546,Economic Buyer,True
2355,1566,1547,Champion,True
2356,1437,1548,Technical Evaluator,False
2357,1303,1549,Economic Buyer,True
2358,1898,1550,Technical Evaluator,False
2359,2263,1551,Economic Buyer,True
2360,717,1551,Coach,False
2361,65,1552,Technical Evaluator,False
2362,1636,1552,Executive Sponsor,True
2363,983,1553,Technical Evaluator,False
2364,458,1554,Coach,False
2365,1951,1555,End User,False
2366,293,1555,Technical Evaluator,False
2367,571,1555,Executive Sponsor,True
2368,183,1556,Champion,True
2369,528,1556,Technical Evaluator,False
2370,2074,1556,Economic Buyer,True
2371,55,1557,Champion,True
2372,2531,1558,Economic Buyer,True
2373,1212,1559,Technical Evaluator,False
2374,103,1560,Champion,True
2375,812,1561,Legal Reviewer,False
2376,1548,1562,Blocker,False
2377,1057,1562,Economic Buyer,True
2378,305,1563,Champion,True
2379,1577,1563,Technical Evaluator,False
2380,2608,1563,Coach,False
2381,872,1564,Champion,True
2382,37,1564,End User,False
2383,1733,1565,Champion,True
2384,1230,1566,Champion,True
2385,940,1567,Coach,False
2386,703,1567,Executive Sponsor,True
2387,1545,1568,Technical Evaluator,False
2388,2398,1568,Champion,True
2389,2536,1569,Champion,True
2390,1437,1569,End User,False
2391,2869,1569,Coach,False
2392,790,1570,Legal Reviewer,False
2393,2687,1570,Blocker,False
2394,758,1570,Technical Evaluator,False
2395,2254,1571,Executive Sponsor,True
2396,899,1572,Coach,False
2397,2522,1573,Technical Evaluator,False
2398,1697,1574,Economic Buyer,True
2399,117,1574,Champion,True
2400,1555,1574,Executive Sponsor,True
2401,2346,1575,Blocker,False
2402,529,1576,Technical Evaluator,False
2403,2893,1577,Economic Buyer,True
2404,2778,1577,Legal Reviewer,False
2405,2137,1577,Champion,True
2406,970,1578,Technical Evaluator,False
2407,1124,1578,Economic Buyer,True
2408,1017,1578,Executive Sponsor,True
2409,1956,1579,Technical Evaluator,False
2410,529,1579,Economic Buyer,True
2411,1594,1580,Technical Evaluator,False
2412,827,1580,Champion,True
2413,128,1581,Blocker,False
2414,142,1581,Technical Evaluator,False
2415,2113,1581,Champion,True
2416,1612,1582,Champion,True
2417,2178,1582,Coach,False
2418,2940,1582,Economic Buyer,True
2419,108,1583,End User,False
2420,2436,1584,Economic Buyer,True
2421,2675,1584,End User,False
2422,2172,1586,Technical Evaluator,False
2423,1192,1587,Champion,True
2424,1503,1587,End User,False
2425,1602,1588,Champion,True
2426,1257,1589,Champion,True
2427,2321,1590,Technical Evaluator,False
2428,378,1591,Technical Evaluator,False
2429,1331,1591,Economic Buyer,True
2430,2112,1592,End User,False
2431,2834,1592,Economic Buyer,True
2432,2265,1593,Technical Evaluator,False
2433,181,1594,Champion,True
2434,261,1595,Economic Buyer,True
2435,2282,1595,End User,False
2436,977,1596,Champion,True
2437,1385,1597,End User,False
2438,1424,1599,End User,False
2439,658,1599,Technical Evaluator,False
2440,549,1600,Economic Buyer,True
2441,379,1600,Coach,False
2442,755,1600,Blocker,False
2443,1881,1600,Executive Sponsor,True
2444,1568,1493,Coach,False
2445,643,1493,Champion,True
2446,2659,1602,Technical Evaluator,False
2447,770,1603,Champion,True
2448,742,1603,Economic Buyer,True
2449,2957,1604,Technical Evaluator,False
2450,1613,1604,Champion,True
2451,2797,1605,Economic Buyer,True
2452,2751,1605,Champion,True
2453,2586,1608,Champion,True
2454,1512,1608,Technical Evaluator,False
2455,843,1609,End User,False
2456,1025,1610,Legal Reviewer,False
2457,477,568,Coach,False
2458,2382,1612,Technical Evaluator,False
2459,1060,1613,Technical Evaluator,False
2460,1075,1613,Economic Buyer,True
2461,2798,1613,Champion,True
2462,2904,1613,Executive Sponsor,True
2463,1355,1613,End User,False
2464,2249,1614,Champion,True
2465,711,1614,End User,False
2466,436,1614,Technical Evaluator,False
2467,1229,1615,Legal Reviewer,False
2468,1641,1615,End User,False
2469,2923,1615,Champion,True
2470,521,1616,Technical Evaluator,False
2471,2844,1617,Champion,True
2472,1795,1617,Technical Evaluator,False
2473,225,1618,Champion,True
2474,512,1619,End User,False
2475,1130,1620,Economic Buyer,True
2476,1791,1620,Champion,True
2477,1487,1621,Champion,True
2478,95,1622,Champion,True
2479,2557,1623,Blocker,False
2480,1186,1624,Technical Evaluator,False
2481,1440,1624,Coach,False
2482,2255,1625,Coach,False
2483,84,1626,Champion,True
2484,333,1627,Champion,True
2485,666,1627,End User,False
2486,2119,1628,Technical Evaluator,False
2487,2553,587,Technical Evaluator,False
2488,1523,1630,Executive Sponsor,True
2489,1200,1631,Technical Evaluator,False
2490,2236,1631,Legal Reviewer,False
2491,2399,1631,Coach,False
2492,2225,1632,Champion,True
2493,639,1633,Legal Reviewer,False
2494,2654,1633,Economic Buyer,True
2495,860,1633,End User,False
2496,2044,1634,Blocker,False
2497,120,1634,Executive Sponsor,True
2498,1542,1635,Legal Reviewer,False
2499,814,1635,Coach,False
2500,1856,1636,End User,False
2501,176,1637,Executive Sponsor,True
2502,845,1637,Legal Reviewer,False
2503,2806,1638,Economic Buyer,True
2504,1747,1638,Technical Evaluator,False
2505,1069,1638,End User,False
2506,2561,1639,Economic Buyer,True
2507,2746,1639,Champion,True
2508,2168,1639,Technical Evaluator,False
2509,2216,1640,Executive Sponsor,True
2510,2105,1640,Economic Buyer,True
2511,2033,1641,Technical Evaluator,False
2512,2991,1642,Champion,True
2513,1831,1644,Economic Buyer,True
2514,472,1644,Champion,True
2515,1832,1645,Champion,True
2516,496,1646,Technical Evaluator,False
2517,2108,1647,Economic Buyer,True
2518,62,1647,Technical Evaluator,False
2519,605,1648,Technical Evaluator,False
2520,656,1648,Economic Buyer,True
2521,2662,1649,Coach,False
2522,2396,1650,Champion,True
2523,579,1651,Technical Evaluator,False
2524,1892,1652,End User,False
2525,273,1652,Champion,True
2526,2579,1653,Technical Evaluator,False
2527,2339,1654,Champion,True
2528,2114,1655,End User,False
2529,2259,1655,Executive Sponsor,True
2530,1395,1656,Champion,True
2531,1665,1656,Technical Evaluator,False
2532,538,1657,Champion,True
2533,680,1658,Technical Evaluator,False
2534,1492,1659,Champion,True
2535,1161,1660,Blocker,False
2536,1203,1661,Champion,True
2537,2531,1662,Economic Buyer,True
2538,837,1663,Technical Evaluator,False
2539,2621,1663,Champion,True
2540,1696,1664,Blocker,False
2541,184,1664,Executive Sponsor,True
2542,1218,1664,Technical Evaluator,False
2543,2367,1665,End User,False
2544,219,1665,Coach,False
2545,864,1666,Economic Buyer,True
2546,673,1666,Champion,True
2547,1014,1667,End User,False
2548,2677,1668,End User,False
2549,1383,1669,Champion,True
2550,601,1670,Technical Evaluator,False
2551,1493,1670,Champion,True
2552,2290,1671,Technical Evaluator,False
2553,1853,1671,Blocker,False
2554,809,1672,Champion,True
2555,997,1673,Economic Buyer,True
2556,1727,1674,Executive Sponsor,True
2557,2826,1674,Economic Buyer,True
2558,758,1675,Technical Evaluator,False
2559,790,1675,Coach,False
2560,2687,1675,Champion,True
2561,924,1676,Executive Sponsor,True
2562,2450,1676,End User,False
2563,2765,1676,Champion,True
2564,1010,1676,Technical Evaluator,False
2565,1426,1677,Champion,True
2566,464,1678,Legal Reviewer,False
2567,1579,1679,Economic Buyer,True
2568,2819,1679,Blocker,False
2569,623,1680,Technical Evaluator,False
2570,1893,1681,Technical Evaluator,False
2571,1808,1682,Legal Reviewer,False
2572,1255,1683,Economic Buyer,True
2573,84,1684,Executive Sponsor,True
2574,4,1685,Technical Evaluator,False
2575,2363,1685,Legal Reviewer,False
2576,1708,1686,Blocker,False
2577,866,1686,Technical Evaluator,False
2578,1028,1686,Executive Sponsor,True
2579,813,1687,Technical Evaluator,False
2580,2879,1688,Champion,True
2581,1707,1689,Economic Buyer,True
2582,584,1690,Champion,True
2583,2176,1690,Technical Evaluator,False
2584,1791,1691,Champion,True
2585,176,1692,Champion,True
2586,2088,1693,Champion,True
2587,2871,1694,Champion,True
2588,681,1695,End User,False
2589,238,1696,Technical Evaluator,False
2590,2482,1697,Coach,False
2591,839,1698,Economic Buyer,True
2592,812,1699,Executive Sponsor,True
2593,5,1699,Economic Buyer,True
2594,219,1700,End User,False
2595,2367,1700,Economic Buyer,True
2596,274,1701,Coach,False
2597,2570,1702,Champion,True
2598,113,1703,Technical Evaluator,False
2599,1156,1704,Technical Evaluator,False
2600,2215,1705,Executive Sponsor,True
2601,1003,1706,End User,False
2602,2603,1707,End User,False
2603,727,1707,Technical Evaluator,False
2604,2979,1707,Champion,True
2605,1500,1708,Economic Buyer,True
2606,632,1709,Technical Evaluator,False
2607,2853,1709,Economic Buyer,True
2608,579,1710,Technical Evaluator,False
2609,1962,1711,Coach,False
2610,1739,1711,Economic Buyer,True
2611,1609,1711,End User,False
2612,1566,1712,Economic Buyer,True
2613,2304,1713,Executive Sponsor,True
2614,2435,1713,Technical Evaluator,False
2615,10,1713,Economic Buyer,True
2616,99,1714,Champion,True
2617,8,1715,Economic Buyer,True
2618,2905,1716,Champion,True
2619,2771,1716,Economic Buyer,True
2620,769,1717,Legal Reviewer,False
2621,173,1717,Economic Buyer,True
2622,956,1718,Economic Buyer,True
2623,338,1719,End User,False
2624,982,1720,Technical Evaluator,False
2625,1246,1720,Economic Buyer,True
2626,1533,1721,Legal Reviewer,False
2627,1592,1722,Economic Buyer,True
2628,1890,1723,Economic Buyer,True
2629,925,1723,Technical Evaluator,False
2630,1554,1723,Executive Sponsor,True
2631,582,1724,Technical Evaluator,False
2632,2758,1725,Economic Buyer,True
2633,1047,1725,Technical Evaluator,False
2634,1945,1726,Technical Evaluator,False
2635,2324,1726,End User,False
2636,2605,1727,Technical Evaluator,False
2637,1790,1728,Champion,True
2638,2175,1728,Coach,False
2639,2249,1729,Executive Sponsor,True
2640,85,1729,Coach,False
2641,711,1729,End User,False
2642,1986,1729,Economic Buyer,True
2643,582,1730,Champion,True
2644,1565,1731,Technical Evaluator,False
2645,1839,1731,Champion,True
2646,849,1731,End User,False
2647,1399,1732,Champion,True
2648,2601,1733,End User,False
2649,2196,1734,Executive Sponsor,True
2650,2649,1734,Technical Evaluator,False
2651,1580,1735,Coach,False
2652,14,1736,Legal Reviewer,False
2653,369,1737,Technical Evaluator,False
2654,480,1737,End User,False
2655,2330,1737,Champion,True
2656,1601,1738,Champion,True
2657,1091,1739,Economic Buyer,True
2658,1082,667,End User,False
2659,2871,1741,Coach,False
2660,1885,1741,Champion,True
2661,1369,1742,Champion,True
2662,1717,1743,Technical Evaluator,False
2663,1087,1743,End User,False
2664,1517,1744,End User,False
2665,2273,1744,Technical Evaluator,False
2666,1465,1745,End User,False
2667,2239,1746,Technical Evaluator,False
2668,1803,1746,Champion,True
2669,2706,1747,Blocker,False
2670,2290,1748,Economic Buyer,True
2671,317,1749,Technical Evaluator,False
2672,1350,1749,End User,False
2673,740,1750,Technical Evaluator,False
2674,2223,1750,Champion,True
2675,839,1751,End User,False
2676,1124,1752,Technical Evaluator,False
2677,2913,1753,Economic Buyer,True
2678,2721,1753,Technical Evaluator,False
2679,1324,1753,Blocker,False
2680,2854,1754,Legal Reviewer,False
2681,2029,1755,Champion,True
2682,115,1755,Technical Evaluator,False
2683,124,1756,Executive Sponsor,True
2684,2784,1756,Blocker,False
2685,2134,1757,Champion,True
2686,1602,1757,Technical Evaluator,False
2687,2837,1757,End User,False
2688,1962,1758,Economic Buyer,True
2689,1739,1758,Blocker,False
2690,2985,1758,Coach,False
2691,1470,1759,Blocker,False
2692,2663,1760,Technical Evaluator,False
2693,1473,1761,End User,False
2694,1316,1762,Legal Reviewer,False
2695,592,1763,Champion,True
2696,318,1763,Legal Reviewer,False
2697,2189,1763,Technical Evaluator,False
2698,1856,1764,Champion,True
2699,2027,1765,Technical Evaluator,False
2700,2403,1765,Legal Reviewer,False
2701,1275,1766,Champion,True
2702,268,1766,Coach,False
2703,2678,1767,Executive Sponsor,True
2704,661,1768,Champion,True
2705,544,1769,Technical Evaluator,False
2706,2884,1769,Economic Buyer,True
2707,733,1770,Champion,True
2708,2063,1770,Coach,False
2709,2155,1771,Blocker,False
2710,2467,1772,End User,False
2711,2833,1529,Champion,True
2712,896,1529,Economic Buyer,True
2713,2632,1774,Champion,True
2714,1151,1775,End User,False
2715,1858,1775,Champion,True
2716,1229,1776,Champion,True
2717,1641,1776,Technical Evaluator,False
2718,2533,1776,Economic Buyer,True
2719,2907,1777,End User,False
2720,157,1777,Legal Reviewer,False
2721,968,1777,Champion,True
2722,2700,1778,Economic Buyer,True
2723,654,1779,Champion,True
2724,416,1779,Coach,False
2725,2587,1779,Economic Buyer,True
2726,2474,1780,Technical Evaluator,False
2727,1360,1780,Champion,True
2728,2762,1780,Economic Buyer,True
2729,227,1780,End User,False
2730,2677,1781,Blocker,False
2731,442,1782,Blocker,False
2732,1091,1782,Economic Buyer,True
2733,2832,1782,Champion,True
2734,2309,1783,End User,False
2735,2505,1783,Economic Buyer,True
2736,1467,1784,Legal Reviewer,False
2737,1649,1784,Technical Evaluator,False
2738,48,1784,Champion,True
2739,362,1785,Economic Buyer,True
2740,1571,1786,Coach,False
2741,2165,1786,End User,False
2742,2840,1787,Champion,True
2743,1808,1788,Blocker,False
2744,332,1788,Technical Evaluator,False
2745,1093,1789,Coach,False
2746,590,1789,Executive Sponsor,True
2747,1523,1789,End User,False
2748,2271,1790,Champion,True
2749,1499,1791,Champion,True
2750,347,1792,End User,False
2751,657,1792,Champion,True
2752,453,1793,Legal Reviewer,False
2753,1767,1793,Champion,True
2754,408,1793,Coach,False
2755,1423,1794,Technical Evaluator,False
2756,1592,1795,Executive Sponsor,True
2757,763,1796,End User,False
2758,636,1797,Technical Evaluator,False
2759,2200,1797,Coach,False
2760,2574,1798,Technical Evaluator,False
2761,1733,1799,End User,False
2762,444,1800,End User,False
2763,2660,1801,Executive Sponsor,True
2764,1407,1801,Champion,True
2765,661,1802,Executive Sponsor,True
2766,1677,1802,End User,False
2767,710,1803,Executive Sponsor,True
2768,2158,1803,Technical Evaluator,False
2769,2645,1804,Technical Evaluator,False
2770,305,1805,Economic Buyer,True
2771,1577,1805,Coach,False
2772,2608,1805,Legal Reviewer,False
2773,1935,1806,Blocker,False
2774,1799,1806,Executive Sponsor,True
2775,2427,1806,Champion,True
2776,1857,1807,Coach,False
2777,2745,1808,End User,False
2778,1330,1809,Champion,True
2779,60,1810,Champion,True
2780,1166,1811,Executive Sponsor,True
2781,2158,1812,Champion,True
2782,2089,1813,Technical Evaluator,False
2783,959,1815,End User,False
2784,706,1815,Economic Buyer,True
2785,1484,1815,Legal Reviewer,False
2786,2312,1816,Champion,True
2787,520,1816,Blocker,False
2788,2381,1818,Champion,True
2789,1779,1818,Technical Evaluator,False
2790,560,1818,Executive Sponsor,True
2791,1824,1819,Technical Evaluator,False
2792,1861,1819,End User,False
2793,2031,1819,Economic Buyer,True
2794,1509,1820,Economic Buyer,True
2795,133,1821,Economic Buyer,True
2796,262,1822,Economic Buyer,True
2797,2385,1822,Technical Evaluator,False
2798,2006,1823,Champion,True
2799,1833,1825,Coach,False
2800,221,1826,Champion,True
2801,2800,1827,Champion,True
2802,1397,1827,Economic Buyer,True
2803,2257,1828,Economic Buyer,True
2804,807,1828,Champion,True
2805,618,1829,Economic Buyer,True
2806,1412,1829,Technical Evaluator,False
2807,2392,1830,Economic Buyer,True
2808,2572,1831,Champion,True
2809,1730,1832,Blocker,False
2810,2330,1833,Technical Evaluator,False
2811,369,1833,Executive Sponsor,True
2812,2902,1834,Blocker,False
2813,286,1834,Technical Evaluator,False
2814,2496,1835,Technical Evaluator,False
2815,897,446,Champion,True
2816,1786,446,Legal Reviewer,False
2817,2570,1564,End User,False
2818,2284,1564,Champion,True
2819,1758,1838,End User,False
2820,1584,1838,Technical Evaluator,False
2821,2177,1839,Technical Evaluator,False
2822,98,1839,Champion,True
2823,1618,1839,Economic Buyer,True
2824,46,1840,Economic Buyer,True
2825,2548,1841,Blocker,False
2826,884,1842,Legal Reviewer,False
2827,1383,1843,Technical Evaluator,False
2828,1002,1844,Technical Evaluator,False
2829,1187,1844,Economic Buyer,True
2830,1986,1845,End User,False
2831,2249,1845,Economic Buyer,True
2832,2470,1846,Technical Evaluator,False
2833,2056,1846,End User,False
2834,253,1846,Champion,True
2835,720,1847,Champion,True
2836,1671,1848,Champion,True
2837,1923,1849,End User,False
2838,2736,1849,Blocker,False
2839,2714,1849,Economic Buyer,True
2840,244,1850,Technical Evaluator,False
2841,2154,1850,End User,False
2842,901,1851,End User,False
2843,1853,1852,Economic Buyer,True
2844,2763,1853,Blocker,False
2845,1441,1853,End User,False
2846,2567,1853,Champion,True
2847,2435,1854,Economic Buyer,True
2848,2304,1854,Coach,False
2849,1671,1855,Technical Evaluator,False
2850,739,1855,End User,False
2851,1141,1856,Coach,False
2852,832,1856,Technical Evaluator,False
2853,94,1856,Champion,True
2854,2227,1857,Executive Sponsor,True
2855,2079,1857,Coach,False
2856,145,1858,Executive Sponsor,True
2857,2033,1859,Technical Evaluator,False
2858,2619,1860,Technical Evaluator,False
2859,767,1861,Blocker,False
2860,391,1862,Coach,False
2861,1621,1864,Economic Buyer,True
2862,272,1866,Executive Sponsor,True
2863,336,1866,Technical Evaluator,False
2864,1625,1866,Champion,True
2865,516,1867,Technical Evaluator,False
2866,1119,1867,Executive Sponsor,True
2867,1414,1867,End User,False
2868,363,1868,End User,False
2869,324,1869,Technical Evaluator,False
2870,2395,1870,Blocker,False
2871,673,1870,Champion,True
2872,1707,1871,Technical Evaluator,False
2873,2141,1872,Executive Sponsor,True
2874,2769,1872,End User,False
2875,1498,1872,Champion,True
2876,2708,1873,Coach,False
2877,83,1874,Legal Reviewer,False
2878,372,1874,Executive Sponsor,True
2879,1137,1874,Technical Evaluator,False
2880,741,1875,Technical Evaluator,False
2881,1843,1875,Economic Buyer,True
2882,692,1876,Technical Evaluator,False
2883,2106,1876,Champion,True
2884,2042,1877,Champion,True
2885,2026,1879,Economic Buyer,True
2886,2328,1880,Champion,True
2887,753,1881,Blocker,False
2888,2959,1881,Legal Reviewer,False
