opp_id,account_id,owner_id,name,stage,amount,close_date,created_date,lead_source,forecast_category,is_won,is_closed,competitor,loss_reason,days_in_stage,next_step,opportunity_type,created_at
1545,674,9,Apex Analytics - Initial License,Proposal,158749,2025-04-10,2024-10-26,Inbound - Content,Best Case,False,False,CompetitorC,,31,POC setup,New Business,2024-10-26T00:00:00
1546,512,2,Synergy Software - Initial License,Qualification,34175,2025-01-25,2024-07-30,Partner Referral,Best Case,False,False,Open Source Alternative,,15,Reference call,New Business,2024-07-30T00:00:00
1547,451,1,Synergy Labs - Initial License,Closed Lost,692906,2024-12-31,2024-12-15,Webinar,Omitted,False,True,CompetitorD,Champion Left,6,,New Business,2024-12-15T00:00:00
1548,401,15,Nova Technologies - Initial License,Prospecting,157998,2025-02-27,2024-11-03,Inbound - Web,Pipeline,False,False,Open Source Alternative,,7,Legal review,New Business,2024-11-03T00:00:00
1549,837,2,Pinnacle Systems - Platform Deal,Proposal,631815,2025-01-16,2024-07-12,Outbound - AE,Best Case,False,False,CompetitorE,,43,Reference call,New Business,2024-07-12T00:00:00
1550,781,1,Vanguard Dynamics - Initial License,Discovery,170399,2025-04-02,2024-09-10,Product-Led,Pipeline,False,False,Open Source Alternative,,4,,New Business,2024-09-10T00:00:00
1551,16,14,Elevate Group - Platform Deal,Negotiation,97072,2024-03-13,2023-10-07,Inbound - Web,Commit,False,False,CompetitorB,,69,Contract signing,New Business,2023-10-07T00:00:00
1552,197,9,Vertex Inc - Initial License,Closed Lost,178160,2024-12-11,2024-07-31,Product-Led,Omitted,False,True,,Timing,50,,New Business,2024-07-31T00:00:00
1553,565,8,Horizon Holdings - Initial License,Discovery,40367,2025-02-27,2024-09-06,Partner Referral,Pipeline,False,False,,,48,Reference call,New Business,2024-09-06T00:00:00
1554,151,11,Vertex Inc - Initial License,Discovery,214443,2023-02-05,2022-06-09,Partner Referral,Pipeline,False,False,CompetitorC,,63,Legal review,New Business,2022-06-09T00:00:00
1555,652,14,Catalyst Analytics - Initial License,Qualification,117474,2024-08-31,2024-01-09,Inbound - Content,Best Case,False,False,CompetitorB,,50,Send proposal,New Business,2024-01-09T00:00:00
1556,89,9,Acme Enterprises - Initial License,Negotiation,56960,2025-01-10,2024-09-16,Webinar,Commit,False,False,Open Source Alternative,,22,Legal review,New Business,2024-09-16T00:00:00
1557,214,11,Summit Digital - New Business,Prospecting,40685,2025-03-27,2024-12-07,Partner Referral,Pipeline,False,False,,,58,Technical review,New Business,2024-12-07T00:00:00
1558,171,4,Elevate Enterprises - New Business,Discovery,48604,2025-06-27,2024-12-26,Outbound - SDR,Pipeline,False,False,,,27,Send proposal,New Business,2024-12-26T00:00:00
1559,634,14,Nova Partners - New Business,Prospecting,,2022-09-02,2022-04-02,Inbound - Web,Pipeline,False,False,CompetitorC,,32,,New Business,2022-04-02T00:00:00
1560,60,14,Pinnacle Inc - Platform Deal,Closed Lost,186587,2024-12-31,2024-11-19,Outbound - AE,Omitted,False,True,CompetitorB,Price,9,,New Business,2024-11-19T00:00:00
1561,501,4,Acme Digital - New Business,Discovery,47056,2024-09-06,2024-07-16,Event,Pipeline,False,False,,,9,Contract signing,New Business,2024-07-16T00:00:00
1562,839,9,Elevate Enterprises - New Business,Closed Lost,117306,2024-12-31,2024-12-07,Partner Referral,Omitted,False,True,,Lost to Status Quo,57,,New Business,2024-12-07T00:00:00
1563,175,2,Fusion Analytics - Initial License,Negotiation,40590,2024-08-11,2024-03-19,Event,Commit,False,False,CompetitorB,,22,,New Business,2024-03-19T00:00:00
1564,843,6,Vanguard Corp - Initial License,Negotiation,41553,2024-10-20,2024-09-03,Outbound - SDR,Commit,False,False,CompetitorB,,29,Executive alignment,New Business,2024-09-03T00:00:00
1565,921,14,Global Labs - Initial License,Closed Lost,43957,2024-12-31,2024-12-06,Partner Referral,Omitted,False,True,,No Decision,46,,New Business,2024-12-06T00:00:00
1566,34,13,Nova Networks - Platform Deal,Prospecting,86077,2025-02-02,2024-08-17,Outbound - AE,Pipeline,False,False,CompetitorC,,19,,New Business,2024-08-17T00:00:00
1567,229,5,Fusion Platforms - New Business,Prospecting,43727,2021-02-14,2020-09-18,Inbound - Content,Pipeline,False,False,Open Source Alternative,,52,Contract signing,New Business,2020-09-18T00:00:00
1568,983,8,Optima Holdings - Initial License,Closed Won,592053,2024-02-21,2023-11-11,Event,Closed,True,True,,,55,,New Business,2023-11-11T00:00:00
1569,401,8,Nova Technologies - Initial License,Proposal,142487,2025-06-28,2024-11-27,Inbound - Content,Best Case,False,False,,,58,Send proposal,New Business,2024-11-27T00:00:00
1570,867,2,Velocity Group - New Business,Qualification,318679,2023-09-16,2023-08-12,Outbound - SDR,Best Case,False,False,,,23,Schedule demo,New Business,2023-08-12T00:00:00
1571,632,5,Catalyst Digital - New Business,Qualification,131615,2024-12-23,2024-05-02,Inbound - Web,Best Case,False,False,,,11,Executive alignment,New Business,2024-05-02T00:00:00
1572,693,13,Apex Corp - Initial License,Closed Lost,130984,2024-12-31,2024-12-21,Partner Referral,Omitted,False,True,CompetitorA,Feature Gap,2,,New Business,2024-12-21T00:00:00
1573,707,13,Vanguard Technologies - Initial License,Proposal,,2025-04-28,2024-08-22,Webinar,Best Case,False,False,,,51,,New Business,2024-08-22T00:00:00
1574,332,3,Velocity Platforms - Initial License,Closed Won,57285,2024-07-25,2024-07-01,Partner Referral,Closed,True,True,,,22,,New Business,2024-07-01T00:00:00
1575,706,12,Vertex Software - Platform Deal,Prospecting,39697,2024-12-24,2024-04-11,Inbound - Web,Pipeline,False,False,CompetitorE,,66,Send proposal,New Business,2024-04-11T00:00:00
1576,258,7,Elevate Digital - Initial License,Prospecting,69617,2024-08-28,2024-01-19,Event,Pipeline,False,False,CompetitorC,,5,Legal review,New Business,2024-01-19T00:00:00
1577,665,7,Zenith Technologies - New Business,Discovery,76495,2022-06-09,2022-02-24,Inbound - Web,Pipeline,False,False,Open Source Alternative,,15,POC setup,New Business,2022-02-24T00:00:00
1578,135,8,Acme Holdings - Initial License,Negotiation,43201,2023-05-11,2023-03-18,Inbound - Web,Commit,False,False,Open Source Alternative,,38,Reference call,New Business,2023-03-18T00:00:00
1579,258,7,Elevate Digital - Platform Deal,Qualification,176227,2025-04-13,2024-09-11,Event,Best Case,False,False,,,23,Schedule demo,New Business,2024-09-11T00:00:00
1580,811,15,Summit Partners - Platform Deal,Discovery,,2025-01-05,2024-06-19,Inbound - Web,Pipeline,False,False,CompetitorE,,16,Technical review,New Business,2024-06-19T00:00:00
1581,658,2,Nexus Inc - Initial License,Qualification,52373,2023-06-07,2023-01-09,Inbound - Web,Best Case,False,False,CompetitorE,,7,Schedule demo,New Business,2023-01-09T00:00:00
1582,9,14,Optima Solutions - Platform Deal,Negotiation,34150,2024-12-10,2024-06-11,Webinar,Commit,False,False,Open Source Alternative,,55,,New Business,2024-06-11T00:00:00
1583,94,3,Horizon Solutions - Contract Renewal,Proposal,135534,2024-05-25,2023-11-16,Event,Best Case,False,False,,,7,POC setup,Renewal,2023-11-16T00:00:00
1584,991,13,Horizon Inc - New Business,Discovery,33545,2025-04-10,2024-09-03,Event,Pipeline,False,False,,,36,,New Business,2024-09-03T00:00:00
1585,384,6,Horizon Digital - Initial License,Proposal,21943,2025-07-03,2024-11-07,Event,Best Case,False,False,CompetitorD,,25,Legal review,New Business,2024-11-07T00:00:00
1586,283,16,Elevate Inc - Platform Deal,Qualification,36417,2025-07-22,2024-12-01,,Best Case,False,False,CompetitorB,,15,Reference call,New Business,2024-12-01T00:00:00
1587,578,1,Nova Networks - Initial License,Prospecting,30068,2022-07-15,2022-01-24,Product-Led,Pipeline,False,False,,,12,Technical review,New Business,2022-01-24T00:00:00
1588,63,3,Vertex Corp - Platform Deal,Discovery,96643,2025-04-13,2024-10-09,Event,Pipeline,False,False,CompetitorC,,44,Executive alignment,New Business,2024-10-09T00:00:00
1589,442,5,Acme Services - Initial License,Closed Lost,34560,2024-06-26,2023-12-29,Outbound - SDR,Omitted,False,True,CompetitorE,Lost to Status Quo,19,,New Business,2023-12-29T00:00:00
1590,598,1,Velocity Group - Platform Deal,Prospecting,791776,2025-02-10,2024-10-03,Inbound - Content,Pipeline,False,False,CompetitorB,,14,Executive alignment,New Business,2024-10-03T00:00:00
1591,243,2,Summit Holdings - Initial License,Proposal,81548,2024-11-08,2024-07-08,Product-Led,Best Case,False,False,,,3,Reference call,New Business,2024-07-08T00:00:00
1592,222,10,Vanguard Holdings - Platform Deal,Proposal,50170,2022-12-10,2022-03-24,Outbound - AE,Best Case,False,False,,,23,Reference call,New Business,2022-03-24T00:00:00
1593,893,5,Summit Networks - Initial License,Closed Lost,7550,2024-09-25,2024-03-22,Outbound - AE,Omitted,False,True,CompetitorB,Budget Cut,51,,New Business,2024-03-22T00:00:00
1594,977,2,Fusion Digital - New Business,Discovery,793332,2024-12-17,2024-04-22,Inbound - Content,Pipeline,False,False,CompetitorE,,8,Contract signing,New Business,2024-04-22T00:00:00
1595,868,12,Zenith Group - Initial License,Prospecting,27201,2024-11-17,2024-07-17,Webinar,Pipeline,False,False,CompetitorA,,55,Contract signing,New Business,2024-07-17T00:00:00
1596,112,11,Nexus Services - Platform Deal,Prospecting,144172,2022-06-24,2022-02-25,Partner Referral,Pipeline,False,False,,,5,Technical review,New Business,2022-02-25T00:00:00
1597,278,8,Optima Dynamics - Platform Deal,Qualification,44475,2024-05-27,2024-01-30,Product-Led,Best Case,False,False,,,11,Reference call,New Business,2024-01-30T00:00:00
1598,340,12,Synergy Partners - New Business,Prospecting,48918,2024-07-09,2024-03-03,Inbound - Content,Pipeline,False,False,,,39,Legal review,New Business,2024-03-03T00:00:00
1599,496,7,Global Group - Initial License,Prospecting,84038,2024-01-04,2023-09-08,Inbound - Content,Pipeline,False,False,CompetitorB,,57,Executive alignment,New Business,2023-09-08T00:00:00
1600,731,7,Acme Enterprises - Initial License,Closed Won,89836,2022-03-03,2022-01-09,Partner Referral,Closed,True,True,CompetitorD,,58,,New Business,2022-01-09T00:00:00
1493,210,5,Apex Platforms - Platform Deal,Qualification,113193,2023-08-15,2023-04-28,Webinar,Best Case,False,False,,,40,Contract signing,New Business,2023-04-28T00:00:00
1602,570,4,Nova Partners - Initial License,Qualification,904705,2024-12-24,2024-11-17,Product-Led,Best Case,False,False,,,6,Executive alignment,New Business,2024-11-17T00:00:00
1603,697,16,Quantum Analytics - Platform Deal,Discovery,18542,2025-02-05,2024-12-14,Outbound - SDR,Pipeline,False,False,,,4,Executive alignment,New Business,2024-12-14T00:00:00
1604,29,1,Zenith Services - New Business,Discovery,122101,2024-07-20,2024-04-20,Webinar,Pipeline,False,False,Open Source Alternative,,12,Technical review,New Business,2024-04-20T00:00:00
1605,924,3,Nexus Group - Initial License,Prospecting,10626,2024-09-27,2024-10-18,Inbound - Web,Pipeline,False,False,,,8,Executive alignment,New Business,2024-10-18T00:00:00
1606,199,3,Quantum Group - Platform Deal,Proposal,244766,2025-06-03,2024-10-09,,Best Case,False,False,,,44,Executive alignment,New Business,2024-10-09T00:00:00
1607,384,16,Horizon Digital - Initial License,Proposal,5499,2025-04-30,2024-11-05,Partner Referral,Best Case,False,False,,,23,Schedule demo,New Business,2024-11-05T00:00:00
1608,896,4,Nexus Enterprises - Initial License,Proposal,39208,2023-01-17,2022-05-11,Webinar,Best Case,False,False,,,27,Legal review,New Business,2022-05-11T00:00:00
1609,696,4,Vanguard Group - New Business,Discovery,77589,2023-11-09,2023-04-28,Event,Pipeline,False,False,CompetitorA,,34,Reference call,New Business,2023-04-28T00:00:00
1610,168,14,Global Labs - Platform Deal,Prospecting,38187,2023-06-15,2022-11-24,Event,Pipeline,False,False,,,50,,New Business,2022-11-24T00:00:00
568,314,10,Pinnacle Inc - Initial License,Closed Lost,153180,2024-12-31,2024-11-15,Outbound - SDR,Omitted,False,True,CompetitorA,Feature Gap,49,,New Business,2024-11-15T00:00:00
1612,579,13,Summit Partners - Platform Deal,Closed Lost,41221,2023-03-18,2023-02-16,,Omitted,False,True,CompetitorD,Feature Gap,63,,New Business,2023-02-16T00:00:00
1613,193,7,Summit Corp - Platform Deal,Qualification,1051397,2023-12-28,2023-07-28,,Best Case,False,False,CompetitorD,,50,Executive alignment,New Business,2023-07-28T00:00:00
1614,441,15,Summit Corp - New Business,Negotiation,16662,2024-08-10,2024-03-04,Outbound - SDR,Commit,False,False,CompetitorE,,51,Technical review,New Business,2024-03-04T00:00:00
1615,454,9,Acme Labs - New Business,Prospecting,29662,2024-07-02,2024-02-06,Inbound - Content,Pipeline,False,False,CompetitorD,,20,POC setup,New Business,2024-02-06T00:00:00
1616,830,13,Pacific Enterprises - Platform Deal,Discovery,675444,2024-10-23,2024-03-14,,Pipeline,False,False,Open Source Alternative,,26,Contract signing,New Business,2024-03-14T00:00:00
1617,78,14,Apex Inc - New Business,Qualification,46989,2023-03-23,2022-09-18,Inbound - Web,Best Case,False,False,CompetitorA,,7,,New Business,2022-09-18T00:00:00
1618,159,1,Horizon Analytics - Initial License,Qualification,24974,2024-01-01,2023-04-14,Inbound - Web,Best Case,False,False,,,36,,New Business,2023-04-14T00:00:00
1619,843,6,Vanguard Corp - New Business,Qualification,27928,2024-12-30,2024-11-12,Webinar,Best Case,False,False,Open Source Alternative,,30,Contract signing,New Business,2024-11-12T00:00:00
1620,683,16,Optima Technologies - Initial License,Negotiation,32237,2024-10-13,2024-07-21,Outbound - AE,Commit,False,False,CompetitorD,,49,Schedule demo,New Business,2024-07-21T00:00:00
1621,776,16,Quantum Dynamics - Platform Deal,Prospecting,36198,2024-12-17,2024-12-21,Inbound - Content,Pipeline,False,False,,,30,POC setup,New Business,2024-12-21T00:00:00
1622,503,6,Fusion Platforms - Initial License,Proposal,126548,2025-03-17,2024-07-22,Inbound - Content,Best Case,False,False,CompetitorA,,24,POC setup,New Business,2024-07-22T00:00:00
1623,789,8,Acme Inc - Platform Deal,Closed Lost,38185,2024-09-30,2024-05-14,Inbound - Content,Omitted,False,True,Open Source Alternative,Champion Left,10,,New Business,2024-05-14T00:00:00
1624,429,10,Catalyst Software - Platform Deal,Closed Lost,35164,2024-12-31,2024-11-02,Outbound - AE,Omitted,False,True,,Competitor,66,,New Business,2024-11-02T00:00:00
1625,232,2,Pinnacle Technologies - Platform Deal,Prospecting,151661,2025-04-01,2024-11-12,,Pipeline,False,False,CompetitorD,,28,Reference call,New Business,2024-11-12T00:00:00
1626,591,15,Zenith Systems - Initial License,Discovery,7217,2025-03-21,2024-12-23,Outbound - SDR,Pipeline,False,False,Open Source Alternative,,38,Executive alignment,New Business,2024-12-23T00:00:00
1627,338,16,Horizon Software - Platform Deal,Qualification,92302,2024-07-03,2024-05-23,Partner Referral,Best Case,False,False,Open Source Alternative,,51,Legal review,New Business,2024-05-23T00:00:00
1628,994,5,Fusion Analytics - New Business,Discovery,67013,2025-02-28,2024-10-22,Inbound - Content,Pipeline,False,False,CompetitorE,,59,Executive alignment,New Business,2024-10-22T00:00:00
587,626,1,Synergy Inc - New Business,Closed Lost,42987,2024-09-18,2024-05-29,Outbound - AE,Omitted,False,True,,Lost to Status Quo,6,,New Business,2024-05-29T00:00:00
1630,533,14,Atlas Labs - Initial License,Qualification,21820,2023-05-11,2022-08-23,,Best Case,False,False,Open Source Alternative,,8,,New Business,2022-08-23T00:00:00
1631,19,12,Zenith Platforms - New Business,Qualification,96604,2024-10-10,2024-07-05,Inbound - Content,Best Case,False,False,CompetitorE,,46,Legal review,New Business,2024-07-05T00:00:00
1632,475,15,Nova Platforms - New Business,Discovery,598968,2025-04-01,2024-08-05,Outbound - SDR,Pipeline,False,False,Open Source Alternative,,8,Legal review,New Business,2024-08-05T00:00:00
1633,294,16,Acme Platforms - Platform Deal,Qualification,35070,2024-10-16,2024-09-13,Event,Best Case,False,False,CompetitorD,,18,Reference call,New Business,2024-09-13T00:00:00
1634,187,13,Velocity Networks - Platform Deal,Discovery,93554,2021-12-14,2021-08-22,Inbound - Web,Pipeline,False,False,CompetitorE,,65,Schedule demo,New Business,2021-08-22T00:00:00
1635,661,9,Velocity Systems - New Business,Closed Lost,131635,2023-10-02,2023-06-13,Webinar,Omitted,False,True,CompetitorC,Competitor,69,,New Business,2023-06-13T00:00:00
1636,256,5,Summit Inc - Initial License,Prospecting,15527,2024-01-17,2023-08-21,Inbound - Web,Pipeline,False,False,CompetitorB,,26,Technical review,New Business,2023-08-21T00:00:00
1637,763,12,Pinnacle Dynamics - Initial License,Closed Lost,31449,2023-06-18,2023-05-27,Webinar,Omitted,False,True,,Champion Left,62,,New Business,2023-05-27T00:00:00
1638,957,7,Quantum Platforms - Initial License,Negotiation,146505,2024-09-21,2024-05-10,Inbound - Web,Commit,False,False,,,49,Reference call,New Business,2024-05-10T00:00:00
1639,685,16,Synergy Systems - Initial License,Proposal,193833,2025-05-05,2024-12-13,,Best Case,False,False,CompetitorD,,53,POC setup,New Business,2024-12-13T00:00:00
1640,653,8,Apex Partners - Initial License,Prospecting,36638,2024-07-04,2024-02-05,Inbound - Web,Pipeline,False,False,,,50,Schedule demo,New Business,2024-02-05T00:00:00
1641,369,13,Acme Software - Initial License,Proposal,13652,2022-08-31,2022-03-12,Event,Best Case,False,False,CompetitorE,,47,Legal review,New Business,2022-03-12T00:00:00
1642,923,13,Apex Platforms - New Business,Closed Lost,38363,2024-03-10,2024-02-16,Event,Omitted,False,True,CompetitorE,Feature Gap,22,,New Business,2024-02-16T00:00:00
1643,287,2,Horizon Labs - New Business,Proposal,24310,2023-05-03,2023-03-01,Inbound - Content,Best Case,False,False,CompetitorD,,13,Legal review,New Business,2023-03-01T00:00:00
1644,552,13,Fusion Technologies - New Business,Prospecting,99915,2022-06-13,2021-12-24,Outbound - AE,Pipeline,False,False,,,61,Technical review,New Business,2021-12-24T00:00:00
1645,982,15,Vertex Group - New Business,Prospecting,38792,2025-06-03,2024-12-21,Partner Referral,Pipeline,False,False,CompetitorA,,19,Legal review,New Business,2024-12-21T00:00:00
1646,272,10,Summit Dynamics - Initial License,Closed Lost,26820,2024-08-20,2024-07-30,Product-Led,Omitted,False,True,CompetitorC,Feature Gap,55,,New Business,2024-07-30T00:00:00
1647,629,8,Elevate Analytics - Initial License,Qualification,39030,2024-04-24,2024-02-02,Outbound - AE,Best Case,False,False,CompetitorE,,48,Reference call,New Business,2024-02-02T00:00:00
1648,10,12,Elevate Analytics - Upsell,Qualification,38554,2022-09-23,2022-02-11,Inbound - Content,Best Case,False,False,,,47,Schedule demo,Expansion,2022-02-11T00:00:00
1649,551,10,Elevate Systems - New Business,Prospecting,24917,2024-04-02,2024-01-05,Outbound - AE,Pipeline,False,False,CompetitorE,,9,POC setup,New Business,2024-01-05T00:00:00
1650,252,12,Velocity Platforms - Platform Deal,Qualification,51715,2020-11-12,2020-06-17,Outbound - AE,Best Case,False,False,,,16,,New Business,2020-06-17T00:00:00
1651,472,7,Pacific Networks - Platform Deal,Discovery,34080,2024-12-18,2024-08-22,Inbound - Content,Pipeline,False,False,CompetitorC,,28,Schedule demo,New Business,2024-08-22T00:00:00
1652,170,4,Nova Analytics - Platform Deal,Qualification,632012,2024-06-19,2024-07-06,Product-Led,Best Case,False,False,Open Source Alternative,,20,Technical review,New Business,2024-07-06T00:00:00
1653,572,9,Horizon Analytics - Platform Deal,Prospecting,18269,2023-01-27,2022-09-14,Partner Referral,Pipeline,False,False,,,18,Contract signing,New Business,2022-09-14T00:00:00
1654,534,5,Catalyst Technologies - Initial License,Proposal,9279,2025-05-12,2024-10-10,Event,Best Case,False,False,,,35,Reference call,New Business,2024-10-10T00:00:00
1655,286,6,Nexus Systems - Platform Deal,Discovery,919013,2023-03-12,2022-11-29,Outbound - SDR,Pipeline,False,False,CompetitorD,,54,Reference call,New Business,2022-11-29T00:00:00
1656,268,14,Optima Platforms - Initial License,Closed Lost,226543,2024-12-31,2024-12-24,Webinar,Omitted,False,True,CompetitorE,Competitor,48,,New Business,2024-12-24T00:00:00
1657,153,1,Nexus Technologies - Initial License,Prospecting,52474,2021-03-23,2021-01-24,Partner Referral,Pipeline,False,False,CompetitorA,,5,Contract signing,New Business,2021-01-24T00:00:00
1658,822,16,Pacific Technologies - Initial License,Discovery,6463,2025-04-10,2024-12-30,Webinar,Pipeline,False,False,CompetitorB,,38,Send proposal,New Business,2024-12-30T00:00:00
1659,248,2,Fusion Corp - New Business,Closed Lost,208809,2024-10-22,2024-08-06,Outbound - AE,Omitted,False,True,Open Source Alternative,Champion Left,22,,New Business,2024-08-06T00:00:00
1660,947,6,Fusion Inc - Initial License,Discovery,14459,2024-10-16,2024-08-31,Product-Led,Pipeline,False,False,CompetitorB,,25,Send proposal,New Business,2024-08-31T00:00:00
1661,864,13,Acme Group - Platform Deal,Closed Lost,8694,2024-10-22,2024-06-21,Partner Referral,Omitted,False,True,CompetitorA,Lost to Status Quo,25,,New Business,2024-06-21T00:00:00
1662,171,4,Elevate Enterprises - Platform Deal,Closed Lost,71361,2024-12-31,2024-12-28,Inbound - Web,Omitted,False,True,CompetitorD,Champion Left,33,,New Business,2024-12-28T00:00:00
1663,710,6,Pinnacle Labs - Platform Deal,Closed Lost,216077,2024-12-31,2024-10-26,Webinar,Omitted,False,True,,Budget Cut,1,,New Business,2024-10-26T00:00:00
1664,91,8,Apex Enterprises - Platform Deal,Proposal,366116,2023-11-28,2023-04-07,Partner Referral,Best Case,False,False,CompetitorC,,2,Send proposal,New Business,2023-04-07T00:00:00
1665,274,13,Catalyst Group - Initial License,Qualification,61879,2024-11-08,2024-09-21,Inbound - Web,Best Case,False,False,,,22,,New Business,2024-09-21T00:00:00
1666,783,16,Acme Software - Initial License,Qualification,42138,2025-01-19,2024-05-22,Webinar,Best Case,False,False,,,26,Legal review,New Business,2024-05-22T00:00:00
1667,790,6,Summit Solutions - Renewal,Qualification,587084,2025-07-26,2024-12-01,Product-Led,Best Case,False,False,CompetitorB,,40,POC setup,Renewal,2024-12-01T00:00:00
1668,522,5,Nexus Platforms - New Business,Negotiation,55743,2024-09-06,2024-07-11,Outbound - AE,Commit,False,False,,,50,Contract signing,New Business,2024-07-11T00:00:00
1669,755,2,Atlas Holdings - Platform Deal,Discovery,109441,2024-08-19,2024-04-27,Partner Referral,Pipeline,False,False,CompetitorB,,36,Schedule demo,New Business,2024-04-27T00:00:00
1670,411,13,Elevate Enterprises - Platform Deal,Discovery,550914,2025-07-28,2024-12-26,Outbound - SDR,Pipeline,False,False,CompetitorA,,73,,New Business,2024-12-26T00:00:00
1671,873,3,Pinnacle Services - New Business,Discovery,124925,2022-10-12,2022-05-01,Outbound - AE,Pipeline,False,False,Open Source Alternative,,32,Contract signing,New Business,2022-05-01T00:00:00
1672,1,13,Fusion Digital - Initial License,Prospecting,46929,2024-07-16,2023-12-12,Outbound - AE,Pipeline,False,False,CompetitorB,,60,Executive alignment,New Business,2023-12-12T00:00:00
1673,319,1,Apex Platforms - Platform Deal,Closed Lost,291222,2024-12-31,2024-10-14,Event,Omitted,False,True,CompetitorD,Feature Gap,45,,New Business,2024-10-14T00:00:00
1674,993,8,Horizon Holdings - Initial License,Closed Won,11497,2024-12-31,2024-11-13,Webinar,Closed,True,True,CompetitorA,,35,,New Business,2024-11-13T00:00:00
1675,867,11,Velocity Group - New Business,Proposal,317585,2024-04-13,2023-07-21,Partner Referral,Best Case,False,False,CompetitorC,,43,POC setup,New Business,2023-07-21T00:00:00
1676,899,1,Global Solutions - Platform Deal,Closed Won,172182,2024-12-31,2024-11-17,Product-Led,Closed,True,True,,,4,,New Business,2024-11-17T00:00:00
1677,336,7,Global Corp - Platform Deal,Prospecting,233984,2024-11-12,2024-03-26,Product-Led,Pipeline,False,False,CompetitorC,,39,POC setup,New Business,2024-03-26T00:00:00
1678,550,8,Pacific Solutions - Initial License,Qualification,153792,2022-12-16,2022-08-25,Outbound - SDR,Best Case,False,False,,,4,Send proposal,New Business,2022-08-25T00:00:00
1679,237,13,Catalyst Analytics - Platform Deal,Qualification,45615,2024-12-28,2024-11-02,Partner Referral,Best Case,False,False,CompetitorA,,74,Send proposal,New Business,2024-11-02T00:00:00
1680,986,9,Nexus Partners - Platform Deal,Qualification,142604,2025-01-26,2024-10-07,Inbound - Web,Best Case,False,False,,,46,Schedule demo,New Business,2024-10-07T00:00:00
1681,164,15,Pinnacle Solutions - New Business,Proposal,124260,2025-03-29,2024-12-20,Webinar,Best Case,False,False,Open Source Alternative,,31,POC setup,New Business,2024-12-20T00:00:00
1682,995,2,Acme Corp - New Business,Prospecting,11934,2024-04-07,2023-07-20,Inbound - Web,Pipeline,False,False,,,2,Legal review,New Business,2023-07-20T00:00:00
1683,43,11,Summit Inc - Platform Deal,Proposal,18221,2021-07-04,2021-01-03,Event,Best Case,False,False,CompetitorD,,41,,New Business,2021-01-03T00:00:00
1684,591,5,Zenith Systems - Initial License,Closed Lost,,2024-12-31,2024-12-21,Partner Referral,Omitted,False,True,,Feature Gap,53,,New Business,2024-12-21T00:00:00
1685,85,13,Velocity Platforms - Platform Deal,Proposal,93777,2022-05-26,2021-09-20,Outbound - SDR,Best Case,False,False,CompetitorC,,49,Contract signing,New Business,2021-09-20T00:00:00
1686,916,4,Synergy Inc - Platform Deal,Negotiation,124173,2024-02-14,2023-06-04,Webinar,Commit,False,False,,,21,Executive alignment,New Business,2023-06-04T00:00:00
1687,337,16,Apex Labs - Platform Deal,Closed Lost,208716,2024-12-31,2024-08-11,Outbound - AE,Omitted,False,True,CompetitorB,Champion Left,3,,New Business,2024-08-11T00:00:00
1688,479,4,Summit Enterprises - New Business,Closed Lost,45869,2024-01-30,2023-12-13,Partner Referral,Omitted,False,True,CompetitorA,Competitor,43,,New Business,2023-12-13T00:00:00
1689,764,11,Global Inc - Platform Deal,Proposal,182308,2025-05-20,2024-10-12,Inbound - Content,Best Case,False,False,CompetitorD,,45,Contract signing,New Business,2024-10-12T00:00:00
1690,376,5,Nexus Services - Initial License,Qualification,28850,2025-05-24,2024-12-25,Product-Led,Best Case,False,False,Open Source Alternative,,6,Executive alignment,New Business,2024-12-25T00:00:00
1691,683,16,Optima Technologies - Initial License,Closed Lost,8079,2024-06-23,2024-04-28,Partner Referral,Omitted,False,True,CompetitorE,No Decision,54,,New Business,2024-04-28T00:00:00
1692,763,12,Pinnacle Dynamics - New Business,Qualification,34938,2024-11-20,2024-06-07,Event,Best Case,False,False,CompetitorB,,32,Executive alignment,New Business,2024-06-07T00:00:00
1693,866,13,Velocity Digital - Platform Deal,Prospecting,128414,2025-02-07,2024-10-10,Webinar,Pipeline,False,False,,,3,,New Business,2024-10-10T00:00:00
1694,657,5,Zenith Labs - Initial License,Closed Lost,,2023-06-27,2022-11-28,Event,Omitted,False,True,,No Decision,5,,New Business,2022-11-28T00:00:00
1695,577,6,Vertex Dynamics - New Business,Prospecting,38438,2023-10-04,2023-08-20,Outbound - AE,Pipeline,False,False,CompetitorE,,15,Technical review,New Business,2023-08-20T00:00:00
1696,659,13,Velocity Partners - Initial License,Closed Lost,22671,2024-12-31,2024-12-06,Webinar,Omitted,False,True,Open Source Alternative,Competitor,43,,New Business,2024-12-06T00:00:00
1697,498,2,Optima Platforms - New Business,Qualification,40897,2022-11-27,2022-10-20,Partner Referral,Best Case,False,False,CompetitorA,,6,Schedule demo,New Business,2022-10-20T00:00:00
1698,254,8,Global Holdings - Upsell,Closed Lost,40774,2024-12-31,2024-12-14,Outbound - AE,Omitted,False,True,CompetitorE,Champion Left,47,,Expansion,2024-12-14T00:00:00
1699,501,4,Acme Digital - Initial License,Prospecting,40813,2023-07-03,2022-12-29,Event,Pipeline,False,False,CompetitorC,,55,Contract signing,New Business,2022-12-29T00:00:00
