tracker_id,call_id,tracker_name,tracker_category,mention_count
3650,1558,Competitor - CompetitorD,Competitor,4
3651,1559,Budget - Reallocating Funds,Budget,2
3652,1560,Risk - Stakeholder Pushback,Risk,7
3653,1561,Discount - Competitive Match,Discount,1
3654,1561,Competitor - CompetitorC,Competitor,6
3655,1561,Discount - End of Quarter,Discount,5
3656,1561,Security - SSO Requirement,Security,6
3657,1562,Technical - Performance Requirements,Technical,1
3658,1562,,,1
3659,1562,Competitor - CompetitorC,Competitor,3
3660,1562,Security - Penetration Testing,Security,8
3661,1562,Risk - No Decision Likely,Risk,1
3662,1563,Competitor - CompetitorA,Competitor,8
3663,1563,Technical - API Integration,Technical,7
3664,1565,Objection - Missing Feature,Objection,8
3665,1565,,,3
3666,1565,Competitor - Open Source Alternative,Competitor,3
3667,1568,Competitor - CompetitorC,Competitor,8
3668,1569,Risk - No Decision Likely,Risk,2
3669,1569,Pricing - Requested Quote,Pricing,-8
3670,1569,Competitor - CompetitorC,Competitor,2
3671,1569,Risk - Stakeholder Pushback,Risk,5
3672,1569,Risk - Legal Blockers,Risk,6
3673,1569,Competitor - CompetitorE,Competitor,4
3674,1571,Objection - Team Adoption Concern,Objection,4
3675,1571,Discount - Multi-Year Ask,Discount,6
3676,1571,Competitor - Open Source Alternative,Competitor,4
3677,1573,Competitor - CompetitorB,Competitor,3
3678,1573,Budget - Approved,Budget,8
3679,1573,Objection - Missing Feature,Objection,1
3680,1573,Security - SOC2 Compliance,Security,1
3681,1574,Competitor - CompetitorB,Competitor,8
3682,1574,Discount - Competitive Match,Discount,4
3683,1574,Pricing - Requested Quote,Pricing,-2
3684,1575,Competitor - CompetitorD,Competitor,7
3685,1576,Decision Maker Involved,Buying Signal,2
3686,1576,Pricing - Requested Quote,Pricing,4
3687,1576,Competitor - CompetitorB,Competitor,5
3688,1576,Competitor - CompetitorC,Competitor,8
3689,1576,POC Requested,Buying Signal,4
3690,1576,Competitor - CompetitorA,Competitor,3
3691,1576,Discount - End of Quarter,Discount,8
3692,1577,Next Steps Discussed,Buying Signal,6
3693,1577,Objection - Switching Cost,Objection,6
3694,1577,Objection - Team Adoption Concern,Objection,3
3695,1577,Competitor - CompetitorE,Competitor,1
3696,1577,Technical - Custom Workflow Needs,Technical,6
3697,1578,Pricing - Compared to Competitor,Pricing,6
3698,1578,Budget - Freeze Mentioned,Budget,4
3699,1578,Procurement Process Started,Buying Signal,5
3700,1580,Technical - SSO / SAML Setup,Technical,4
3701,1580,Reference Call Requested,Buying Signal,6
3702,1581,Competitor - CompetitorB,Competitor,6
3703,1581,Discount - Multi-Year Ask,Discount,2
3704,1581,Decision Timeline Confirmed,Buying Signal,2
3705,1583,,,7
3706,1589,Security - SSO Requirement,Security,8
3707,1589,Technical - Custom Workflow Needs,Technical,2
3708,1589,Pricing - Enterprise Tier,Pricing,5
3709,1590,Security - SSO Requirement,Security,1
3710,1590,Security - Penetration Testing,Security,2
3711,1590,Pricing - Requested Quote,Pricing,1
3712,1590,Next Steps Discussed,Buying Signal,7
3713,1590,Decision Maker Involved,Buying Signal,6
3714,1590,Contract Review Started,Buying Signal,2
3715,1591,,,7
3716,1591,Pricing - Volume Discount,Pricing,1
3717,1593,Discount - Competitive Match,Discount,6
3718,1593,Decision Maker Involved,Buying Signal,7
3719,1593,Budget - Approved,Budget,2
3720,1593,Pricing - Too Expensive Objection,Pricing,2
3721,1593,Risk - Champion Leaving,Risk,6
3722,1595,Competitor - CompetitorA,Competitor,2
3723,1595,Pricing - Requested Quote,Pricing,5
3724,1595,Objection - Switching Cost,Objection,7
3725,1595,Risk - No Decision Likely,Risk,2
3726,1595,POC Requested,Buying Signal,6
3727,1598,Objection - Need More Stakeholder Buy-in,Objection,8
3728,1598,Reference Call Requested,Buying Signal,1
3729,1598,Risk - Legal Blockers,Risk,2
3730,1599,Pricing - Too Expensive Objection,Pricing,2
3731,1599,Risk - No Decision Likely,Risk,3
3732,1599,Discount - Competitive Match,Discount,3
3733,1599,Discount - Multi-Year Ask,Discount,4
3734,1599,,,1
3735,1599,Contract Review Started,Buying Signal,5
3736,1599,Pricing - Compared to Competitor,Pricing,1
3737,1599,Objection - Team Adoption Concern,Objection,2
3738,1600,Technical - Data Migration Plan,Technical,7
3739,1600,Technical - Performance Requirements,Technical,6
3740,1600,Competitor - Open Source Alternative,Competitor,6
3741,1600,Decision Timeline Confirmed,Buying Signal,2
3742,1600,Discount - Multi-Year Ask,Discount,4
3743,1600,Pricing - Requested Quote,Pricing,6
3744,1602,Budget - Approved,Budget,7
3745,1602,Risk - Delayed Timeline,Risk,4
3746,1602,Technical - API Integration,Technical,4
3747,1603,Security - Data Residency,Security,4
3748,1603,Pricing - Requested Quote,Pricing,3
3749,1603,Budget - Reallocating Funds,Budget,6
3750,1603,Discount - End of Quarter,Discount,1
3751,1603,Risk - Legal Blockers,Risk,5
3752,1604,Risk - No Decision Likely,Risk,1
3753,1604,Technical - Performance Requirements,Technical,4
3754,1604,Technical - SSO / SAML Setup,Technical,2
3755,1604,Budget - Approved,Budget,3
3756,1604,Risk - Legal Blockers,Risk,7
3757,1604,Discount - Multi-Year Ask,Discount,4
3758,1605,Budget - Reallocating Funds,Budget,5
3759,1605,Competitor - CompetitorE,Competitor,2
3760,1605,,,4
3761,1605,,,5
3762,1605,Competitor - Open Source Alternative,Competitor,7
3763,1606,Security - SOC2 Compliance,Security,3
3764,1606,Competitor - CompetitorC,Competitor,3
3765,1608,Pricing - Enterprise Tier,Pricing,6
3766,1608,Objection - Need More Stakeholder Buy-in,Objection,5
3767,1608,Budget - Approved,Budget,5
3768,1609,Discount - End of Quarter,Discount,2
3769,1609,Competitor - Open Source Alternative,Competitor,6
3770,1609,Budget - Needs Approval,Budget,6
3771,1610,Pricing - Too Expensive Objection,Pricing,8
3772,1610,Technical - SSO / SAML Setup,Technical,5
3773,1611,Competitor - CompetitorD,Competitor,6
3774,1613,Risk - No Decision Likely,Risk,6
3775,1613,Risk - Budget Freeze,Risk,3
3776,1613,Next Steps Discussed,Buying Signal,8
3777,1613,Objection - Need More Stakeholder Buy-in,Objection,7
3778,1614,Technical - API Integration,Technical,4
3779,1616,Decision Maker Involved,Buying Signal,8
3780,1616,Risk - Legal Blockers,Risk,3
3781,1617,Budget - Needs Approval,Budget,6
3782,1617,Procurement Process Started,Buying Signal,5
3783,1620,Discount - Competitive Match,Discount,1
3784,1620,Objection - Switching Cost,Objection,8
3785,1621,Pricing - Compared to Competitor,Pricing,5
3786,1621,Pricing - Requested Quote,Pricing,1
3787,1621,Technical - Data Migration Plan,Technical,3
3788,1623,Competitor - Open Source Alternative,Competitor,4
3789,1623,Pricing - Enterprise Tier,Pricing,5
3790,1623,Reference Call Requested,Buying Signal,5
3791,1623,Budget - Approved,Budget,3
3792,1624,Competitor - Open Source Alternative,Competitor,4
3793,1624,Risk - Delayed Timeline,Risk,1
3794,1624,Technical - API Integration,Technical,7
3795,1624,Security - Penetration Testing,Security,3
3796,1624,Pricing - Volume Discount,Pricing,6
3797,1624,Competitor - CompetitorE,Competitor,8
3798,1625,Security - GDPR Compliance,Security,2
3799,1625,Budget - Reallocating Funds,Budget,4
3800,1626,Pricing - Compared to Competitor,Pricing,2
3801,1626,Contract Review Started,Buying Signal,8
3802,1626,Discount - End of Quarter,Discount,7
3803,1626,Pricing - Enterprise Tier,Pricing,7
3804,1626,Objection - Switching Cost,Objection,2
3805,1628,Discount - Multi-Year Ask,Discount,-5
3806,1628,Pricing - Volume Discount,Pricing,5
3807,1628,Competitor - CompetitorD,Competitor,6
3808,1628,Objection - Team Adoption Concern,Objection,4
3809,1628,Competitor - CompetitorE,Competitor,8
3810,1630,Competitor - CompetitorB,Competitor,5
3811,1630,Decision Maker Involved,Buying Signal,6
3812,1630,Next Steps Discussed,Buying Signal,3
3813,1630,Objection - Switching Cost,Objection,8
3814,1630,Competitor - CompetitorC,Competitor,4
3815,1631,Technical - Custom Workflow Needs,Technical,8
3816,1631,Budget - Freeze Mentioned,Budget,4
3817,1631,Discount - End of Quarter,Discount,3
3818,1631,Decision Maker Involved,Buying Signal,4
3819,1632,Risk - Champion Leaving,Risk,4
3820,1632,,,7
3821,1632,Risk - Stakeholder Pushback,Risk,4
3822,1634,Competitor - CompetitorC,Competitor,6
3823,1634,Discount - Multi-Year Ask,Discount,3
3824,1635,Decision Maker Involved,Buying Signal,5
3825,1635,Discount - Competitive Match,Discount,4
3826,1635,Pricing - Requested Quote,Pricing,1
3827,1635,Risk - Delayed Timeline,Risk,1
3828,1635,Security - SOC2 Compliance,Security,3
3829,1636,Risk - Budget Freeze,Risk,8
3830,1636,Objection - Too Complex,Objection,3
3831,1638,Competitor - CompetitorE,Competitor,2
3832,1638,Risk - No Decision Likely,Risk,2
3833,1638,Procurement Process Started,Buying Signal,8
3834,1638,Competitor - CompetitorB,Competitor,6
3835,1638,Budget - Freeze Mentioned,Budget,2
3836,1639,Risk - Budget Freeze,Risk,4
3837,1639,Risk - Competitor Evaluation,Risk,7
3838,1639,Competitor - CompetitorE,Competitor,7
3839,1639,Pricing - Requested Quote,Pricing,8
3840,1639,Competitor - CompetitorB,Competitor,4
3841,1639,Security - SSO Requirement,Security,4
3842,1639,Pricing - Too Expensive Objection,Pricing,2
3843,1639,Technical - SSO / SAML Setup,Technical,2
3844,1642,Technical - Custom Workflow Needs,Technical,1
3845,1642,Discount - End of Quarter,Discount,4
3846,1642,Pricing - Enterprise Tier,Pricing,7
3847,1642,Security - SOC2 Compliance,Security,3
3848,1643,Risk - Competitor Evaluation,Risk,2
3849,1643,POC Requested,Buying Signal,4
3850,1643,Technical - SSO / SAML Setup,Technical,-4
3851,1644,Objection - Switching Cost,Objection,6
3852,1644,Competitor - CompetitorC,Competitor,5
3853,1644,Pricing - Enterprise Tier,Pricing,8
3854,1645,,,8
3855,1645,Objection - Too Complex,Objection,4
3856,1645,Security - SOC2 Compliance,Security,3
3857,1645,Discount - End of Quarter,Discount,6
3858,1645,Risk - Stakeholder Pushback,Risk,3
3859,1646,Competitor - CompetitorB,Competitor,4
3860,1646,Budget - Reallocating Funds,Budget,1
3861,1646,Budget - Freeze Mentioned,Budget,5
3862,1646,Next Steps Discussed,Buying Signal,8
3863,1646,Budget - Approved,Budget,8
3864,1647,Competitor - CompetitorA,Competitor,1
3865,1647,Discount - Competitive Match,Discount,2
3866,1647,,,2
3867,1647,Technical - Data Migration Plan,Technical,8
3868,1648,Decision Maker Involved,Buying Signal,1
3869,1648,Security - Data Residency,Security,8
3870,1648,Security - SOC2 Compliance,Security,3
3871,1649,Technical - SSO / SAML Setup,Technical,5
3872,1649,Technical - API Integration,Technical,8
3873,1649,Objection - Need More Stakeholder Buy-in,Objection,6
3874,1649,Budget - Approved,Budget,4
3875,1650,Competitor - CompetitorA,Competitor,4
3876,1650,Technical - Data Migration Plan,Technical,4
3877,1651,Budget - Approved,Budget,8
3878,1651,Pricing - Too Expensive Objection,Pricing,3
3879,1651,Security - GDPR Compliance,Security,4
3880,1655,Pricing - Volume Discount,Pricing,7
3881,1655,Discount - End of Quarter,Discount,5
3882,1656,Next Steps Discussed,Buying Signal,1
3883,1656,Competitor - CompetitorD,Competitor,5
3884,1656,Budget - Needs Approval,Budget,7
3885,1656,Technical - SSO / SAML Setup,Technical,3
3886,1656,Pricing - Volume Discount,Pricing,1
3887,1656,Budget - Freeze Mentioned,Budget,1
3888,1657,POC Requested,Buying Signal,7
3889,1657,Risk - Competitor Evaluation,Risk,2
3890,1657,Discount - Competitive Match,Discount,3
3891,1657,Discount - Multi-Year Ask,Discount,6
3892,1657,Risk - Stakeholder Pushback,Risk,7
3893,1657,Pricing - Volume Discount,Pricing,7
3894,1659,Risk - Competitor Evaluation,Risk,5
3895,1659,Pricing - Volume Discount,Pricing,3
3896,1659,Budget - Needs Approval,Budget,2
3897,1659,Technical - API Integration,Technical,6
3898,1660,Security - SOC2 Compliance,Security,4
3899,1660,Budget - Approved,Budget,7
3900,1660,Pricing - Too Expensive Objection,Pricing,5
3901,1661,Contract Review Started,Buying Signal,2
3902,1661,,,7
3903,1661,Objection - Need More Stakeholder Buy-in,Objection,1
3904,1661,Technical - Performance Requirements,Technical,1
3905,1663,Risk - Budget Freeze,Risk,5
3906,1663,Objection - Team Adoption Concern,Objection,2
3907,1663,Discount - Competitive Match,Discount,5
3908,1664,Competitor - CompetitorD,Competitor,2
3909,1664,Competitor - CompetitorE,Competitor,5
3910,1664,Competitor - CompetitorC,Competitor,3
3911,1665,Discount - Multi-Year Ask,Discount,2
3912,1665,Next Steps Discussed,Buying Signal,8
3913,1665,Objection - Switching Cost,Objection,3
3914,1666,Competitor - Open Source Alternative,Competitor,8
3915,1666,Security - Penetration Testing,Security,3
3916,1666,Pricing - Volume Discount,Pricing,3
3917,1666,Risk - Stakeholder Pushback,Risk,4
3918,1666,Budget - Freeze Mentioned,Budget,2
3919,1666,Competitor - CompetitorC,Competitor,7
3920,1667,Decision Maker Involved,Buying Signal,3
3921,1667,Competitor - CompetitorD,Competitor,7
3922,1667,Decision Timeline Confirmed,Buying Signal,3
3923,1667,Risk - Legal Blockers,Risk,6
3924,1669,Competitor - CompetitorD,Competitor,8
3925,1669,Decision Maker Involved,Buying Signal,6
3926,1669,Pricing - Compared to Competitor,Pricing,5
3927,1669,Technical - Data Migration Plan,Technical,1
3928,1669,Security - SSO Requirement,Security,2
3929,1669,Budget - Freeze Mentioned,Budget,2
3930,1669,Discount - End of Quarter,Discount,6
3931,1673,Pricing - Too Expensive Objection,Pricing,3
3932,1673,Risk - Legal Blockers,Risk,2
3933,1674,Objection - Too Complex,Objection,3
3934,1674,Risk - Delayed Timeline,Risk,4
3935,1674,Pricing - Enterprise Tier,Pricing,6
3936,1674,Budget - Approved,Budget,8
3937,1675,Risk - Legal Blockers,Risk,3
3938,1675,Budget - Reallocating Funds,Budget,7
3939,1675,Risk - Budget Freeze,Risk,2
3940,1675,Objection - Switching Cost,Objection,2
3941,1675,Competitor - CompetitorA,Competitor,7
3942,1677,Competitor - CompetitorE,Competitor,3
3943,1677,Discount - Competitive Match,Discount,-8
3944,1677,Risk - No Decision Likely,Risk,7
3945,1677,Competitor - Open Source Alternative,Competitor,5
3946,1677,Competitor - CompetitorC,Competitor,2
3947,1677,Budget - Freeze Mentioned,Budget,4
3948,1677,Objection - Missing Feature,Objection,7
3949,1677,Next Steps Discussed,Buying Signal,6
3950,1678,Discount - End of Quarter,Discount,6
3951,1678,Risk - No Decision Likely,Risk,7
3952,1678,Pricing - Requested Quote,Pricing,7
3953,1678,Discount - Multi-Year Ask,Discount,6
3954,1678,Security - SOC2 Compliance,Security,4
3955,1678,Next Steps Discussed,Buying Signal,2
3956,1682,Objection - Need More Stakeholder Buy-in,Objection,5
3957,1682,Competitor - CompetitorE,Competitor,2
3958,1682,Contract Review Started,Buying Signal,4
3959,1683,Security - Penetration Testing,Security,7
3960,1683,Pricing - Requested Quote,Pricing,3
3961,1683,Budget - Needs Approval,Budget,1
3962,1683,Objection - Switching Cost,Objection,7
3963,1685,Discount - Multi-Year Ask,Discount,3
3964,1685,Budget - Freeze Mentioned,Budget,4
3965,1685,Technical - Performance Requirements,Technical,8
3966,1685,Risk - Legal Blockers,Risk,2
3967,1685,Risk - Champion Leaving,Risk,7
3968,1685,Budget - Reallocating Funds,Budget,4
3969,1685,Competitor - CompetitorB,Competitor,3
3970,1686,Competitor - CompetitorB,Competitor,4
3971,1686,Technical - Performance Requirements,Technical,6
3972,1686,Competitor - CompetitorA,Competitor,1
3973,1686,Objection - Switching Cost,Objection,6
3974,1687,,,1
3975,1687,Objection - Too Complex,Objection,7
3976,1687,Budget - Approved,Budget,4
3977,1687,Competitor - Open Source Alternative,Competitor,5
3978,1688,Discount - Competitive Match,Discount,7
3979,1688,Technical - Custom Workflow Needs,Technical,2
3980,1688,Risk - Stakeholder Pushback,Risk,6
3981,1690,Pricing - Volume Discount,Pricing,4
3982,1690,Competitor - CompetitorD,Competitor,2
3983,1690,Pricing - Compared to Competitor,Pricing,6
3984,1690,Objection - Team Adoption Concern,Objection,6
3985,1692,Budget - Freeze Mentioned,Budget,3
3986,1692,Risk - Budget Freeze,Risk,5
3987,1692,Risk - Legal Blockers,Risk,5
3988,1692,Contract Review Started,Buying Signal,-3
3989,1692,Pricing - Compared to Competitor,Pricing,7
3990,1693,Discount - End of Quarter,Discount,2
3991,1693,Pricing - Volume Discount,Pricing,6
3992,1694,Budget - Reallocating Funds,Budget,5
3993,1694,Pricing - Volume Discount,Pricing,4
3994,1694,Budget - Freeze Mentioned,Budget,8
3995,1694,Objection - Switching Cost,Objection,2
3996,1694,Contract Review Started,Buying Signal,7
3997,1694,Technical - Data Migration Plan,Technical,8
3998,1694,Discount - Competitive Match,Discount,8
3999,1694,Pricing - Requested Quote,Pricing,2
4000,1695,Pricing - Enterprise Tier,Pricing,4
4001,1695,Budget - Freeze Mentioned,Budget,6
4002,1697,Security - SSO Requirement,Security,7
4003,1697,Objection - Too Complex,Objection,8
4004,1701,Risk - No Decision Likely,Risk,2
4005,1701,Pricing - Too Expensive Objection,Pricing,1
4006,1701,Security - Data Residency,Security,4
4007,1701,Pricing - Enterprise Tier,Pricing,6
4008,1701,Competitor - CompetitorD,Competitor,8
4009,1703,Competitor - CompetitorD,Competitor,7
4010,1703,Risk - Delayed Timeline,Risk,3
4011,1703,Discount - Competitive Match,Discount,1
4012,1703,Technical - Data Migration Plan,Technical,6
4013,1704,Competitor - CompetitorB,Competitor,3
4014,1704,Competitor - CompetitorC,Competitor,8
4015,1704,Risk - Stakeholder Pushback,Risk,5
4016,1706,Pricing - Requested Quote,Pricing,5
4017,1706,Risk - Delayed Timeline,Risk,6
4018,1706,Objection - Too Complex,Objection,7
4019,1706,,,2
4020,1706,Budget - Needs Approval,Budget,8
4021,1706,Discount - End of Quarter,Discount,4
4022,1706,Budget - Reallocating Funds,Budget,7
4023,1708,Competitor - CompetitorD,Competitor,2
4024,1708,Pricing - Compared to Competitor,Pricing,2
4025,1708,Technical - Custom Workflow Needs,Technical,5
4026,1708,Pricing - Too Expensive Objection,Pricing,3
4027,1708,Reference Call Requested,Buying Signal,4
4028,1708,Pricing - Requested Quote,Pricing,7
4029,1709,Security - SOC2 Compliance,Security,6
4030,1709,Competitor - CompetitorA,Competitor,1
4031,1709,Technical - SSO / SAML Setup,Technical,8
4032,1709,Security - GDPR Compliance,Security,7
4033,1711,Competitor - CompetitorE,Competitor,1
4034,1711,POC Requested,Buying Signal,3
4035,1711,Objection - Team Adoption Concern,Objection,6
4036,1713,Budget - Reallocating Funds,Budget,7
4037,1713,Technical - Custom Workflow Needs,Technical,-3
4038,1713,Technical - API Integration,Technical,7
4039,1713,Security - Penetration Testing,Security,6
4040,1715,Pricing - Compared to Competitor,Pricing,1
4041,1715,,,4
4042,1715,Decision Maker Involved,Buying Signal,7
4043,1715,Risk - No Decision Likely,Risk,6
4044,1716,Objection - Need More Stakeholder Buy-in,Objection,3
4045,1717,Risk - Delayed Timeline,Risk,3
4046,1717,Competitor - CompetitorA,Competitor,8
4047,1717,Technical - Data Migration Plan,Technical,5
4048,1717,Pricing - Too Expensive Objection,Pricing,6
4049,1718,Technical - API Integration,Technical,1
4050,1718,Pricing - Compared to Competitor,Pricing,6
4051,1718,Discount - End of Quarter,Discount,3
4052,1718,Competitor - Open Source Alternative,Competitor,7
4053,1719,Budget - Freeze Mentioned,Budget,6
4054,1719,Pricing - Too Expensive Objection,Pricing,6
4055,1719,Objection - Need More Stakeholder Buy-in,Objection,4
4056,1720,Technical - Data Migration Plan,Technical,4
4057,1720,Pricing - Enterprise Tier,Pricing,1
4058,1720,,,6
4059,1721,Decision Maker Involved,Buying Signal,5
4060,1721,Objection - Too Complex,Objection,4
4061,1723,Pricing - Too Expensive Objection,Pricing,1
4062,1723,Budget - Freeze Mentioned,Budget,4
4063,1723,Security - Penetration Testing,Security,3
4064,1723,Security - GDPR Compliance,Security,1
4065,1724,Risk - Stakeholder Pushback,Risk,3
4066,1725,Objection - Need More Stakeholder Buy-in,Objection,1
4067,1725,Risk - Competitor Evaluation,Risk,2
4068,1727,Risk - Stakeholder Pushback,Risk,2
4069,1727,Risk - Champion Leaving,Risk,8
4070,1728,Technical - Data Migration Plan,Technical,3
4071,1728,,,4
4072,1728,Technical - API Integration,Technical,6
4073,1728,Technical - Custom Workflow Needs,Technical,6
4074,1728,Competitor - CompetitorE,Competitor,8
4075,1728,Pricing - Requested Quote,Pricing,2
4076,1728,Objection - Switching Cost,Objection,6
4077,1730,Objection - Missing Feature,Objection,2
4078,1730,Competitor - CompetitorA,Competitor,6
4079,1730,Security - SSO Requirement,Security,5
4080,1730,Competitor - CompetitorD,Competitor,7
4081,1730,,,4
4082,1731,Risk - No Decision Likely,Risk,6
4083,1735,Procurement Process Started,Buying Signal,1
4084,1735,Risk - Budget Freeze,Risk,4
4085,1735,Budget - Approved,Budget,3
4086,1735,Competitor - CompetitorA,Competitor,8
4087,1735,Technical - Data Migration Plan,Technical,6
4088,1737,Objection - Need More Stakeholder Buy-in,Objection,1
4089,1737,Competitor - CompetitorE,Competitor,5
4090,1737,Risk - Delayed Timeline,Risk,1
4091,1738,Contract Review Started,Buying Signal,5
4092,1738,Discount - End of Quarter,Discount,7
4093,1738,Budget - Approved,Budget,8
4094,1739,Security - SSO Requirement,Security,3
4095,1739,Technical - API Integration,Technical,6
4096,1739,Discount - Competitive Match,Discount,6
4097,1739,,,7
4098,1739,Competitor - Open Source Alternative,Competitor,8
4099,1739,Pricing - Requested Quote,Pricing,2
4100,1739,Technical - Data Migration Plan,Technical,2
4101,1739,Next Steps Discussed,Buying Signal,5
4102,1740,Risk - Delayed Timeline,Risk,6
4103,1740,Security - SSO Requirement,Security,3
4104,1742,Pricing - Compared to Competitor,Pricing,1
4105,1742,Technical - API Integration,Technical,6
4106,1742,Competitor - CompetitorE,Competitor,3
4107,1742,Pricing - Enterprise Tier,Pricing,4
4108,1743,Risk - Competitor Evaluation,Risk,4
4109,1743,Budget - Reallocating Funds,Budget,4
4110,1743,Security - Data Residency,Security,8
4111,1743,Budget - Approved,Budget,8
4112,1744,Objection - Team Adoption Concern,Objection,2
4113,1744,,,5
4114,1744,Risk - Competitor Evaluation,Risk,6
4115,1744,Pricing - Compared to Competitor,Pricing,4
4116,1744,Technical - API Integration,Technical,4
4117,1744,Competitor - CompetitorE,Competitor,2
4118,1748,Security - SSO Requirement,Security,4
4119,1749,Objection - Switching Cost,Objection,5
4120,1749,Contract Review Started,Buying Signal,4
4121,1749,Decision Timeline Confirmed,Buying Signal,7
4122,1749,Pricing - Too Expensive Objection,Pricing,8
4123,1749,Budget - Needs Approval,Budget,8
4124,1749,Budget - Approved,Budget,2
4125,1749,Next Steps Discussed,Buying Signal,7
4126,1750,Security - GDPR Compliance,Security,2
4127,1750,Reference Call Requested,Buying Signal,5
4128,1750,Discount - End of Quarter,Discount,2
4129,1750,Risk - No Decision Likely,Risk,8
4130,1750,Budget - Freeze Mentioned,Budget,4
4131,1750,Decision Maker Involved,Buying Signal,3
4132,1752,Risk - No Decision Likely,Risk,8
4133,1752,Competitor - CompetitorB,Competitor,7
4134,1752,Budget - Approved,Budget,8
4135,1753,Discount - End of Quarter,Discount,2
4136,1753,Decision Maker Involved,Buying Signal,8
4137,1754,Objection - Need More Stakeholder Buy-in,Objection,1
4138,1755,Risk - No Decision Likely,Risk,1
4139,1755,POC Requested,Buying Signal,5
4140,1755,Pricing - Requested Quote,Pricing,2
4141,1755,Reference Call Requested,Buying Signal,4
4142,1755,Budget - Approved,Budget,1
4143,1755,Technical - Performance Requirements,Technical,4
4144,1756,Reference Call Requested,Buying Signal,5
4145,1756,Risk - Competitor Evaluation,Risk,7
4146,1756,Pricing - Enterprise Tier,Pricing,2
4147,1756,Pricing - Volume Discount,Pricing,6
4148,1756,Budget - Reallocating Funds,Budget,1
4149,1756,Budget - Approved,Budget,6
4150,1756,Discount - Competitive Match,Discount,7
4151,1757,Discount - Competitive Match,Discount,6
4152,1757,Competitor - CompetitorD,Competitor,4
4153,1757,,,2
4154,1757,Discount - Multi-Year Ask,Discount,4
4155,1759,Objection - Need More Stakeholder Buy-in,Objection,5
4156,1759,Competitor - CompetitorD,Competitor,2
4157,1759,Competitor - CompetitorA,Competitor,6
4158,1759,Budget - Approved,Budget,4
4159,1759,Budget - Needs Approval,Budget,2
4160,1760,Procurement Process Started,Buying Signal,6
4161,1760,Discount - End of Quarter,Discount,6
4162,1760,Budget - Needs Approval,Budget,8
4163,1760,Pricing - Enterprise Tier,Pricing,6
4164,1760,Objection - Team Adoption Concern,Objection,8
4165,1762,Pricing - Requested Quote,Pricing,5
4166,1762,Risk - Budget Freeze,Risk,4
4167,1762,Competitor - CompetitorB,Competitor,4
4168,1762,POC Requested,Buying Signal,2
4169,1763,Pricing - Too Expensive Objection,Pricing,2
4170,1763,Technical - Performance Requirements,Technical,4
4171,1763,Objection - Missing Feature,Objection,8
4172,1763,Competitor - CompetitorB,Competitor,6
4173,1763,Decision Maker Involved,Buying Signal,5
4174,1764,Objection - Team Adoption Concern,Objection,5
4175,1764,Security - SSO Requirement,Security,1
4176,1764,Technical - Performance Requirements,Technical,2
4177,1765,Competitor - CompetitorC,Competitor,4
4178,1765,Pricing - Too Expensive Objection,Pricing,5
4179,1765,Budget - Needs Approval,Budget,1
4180,1765,Objection - Need More Stakeholder Buy-in,Objection,2
4181,1765,,,1
4182,1767,Discount - End of Quarter,Discount,3
4183,1767,Security - GDPR Compliance,Security,6
4184,1768,Risk - Legal Blockers,Risk,7
4185,1768,Technical - Custom Workflow Needs,Technical,6
4186,1768,Technical - Performance Requirements,Technical,7
4187,1768,Risk - Stakeholder Pushback,Risk,2
4188,1768,Discount - Competitive Match,Discount,8
4189,1768,Technical - SSO / SAML Setup,Technical,5
4190,1768,Pricing - Enterprise Tier,Pricing,6
4191,1769,Pricing - Too Expensive Objection,Pricing,5
4192,1769,Discount - Multi-Year Ask,Discount,7
4193,1769,Budget - Needs Approval,Budget,3
4194,1769,Pricing - Enterprise Tier,Pricing,8
4195,1771,Technical - API Integration,Technical,4
4196,1771,Decision Maker Involved,Buying Signal,6
4197,1771,Risk - Competitor Evaluation,Risk,7
4198,1773,Competitor - CompetitorD,Competitor,4
4199,1773,Technical - SSO / SAML Setup,Technical,3
4200,1773,Objection - Switching Cost,Objection,5
4201,1774,Discount - Competitive Match,Discount,1
4202,1775,Competitor - Open Source Alternative,Competitor,6
4203,1775,Objection - Too Complex,Objection,3
4204,1775,Risk - No Decision Likely,Risk,7
4205,1775,,,2
4206,1777,Objection - Missing Feature,Objection,5
4207,1777,Competitor - CompetitorD,Competitor,4
4208,1777,Competitor - CompetitorB,Competitor,1
4209,1780,Decision Maker Involved,Buying Signal,2
4210,1780,Risk - Champion Leaving,Risk,5
4211,1780,Budget - Freeze Mentioned,Budget,3
4212,1781,Reference Call Requested,Buying Signal,7
4213,1781,Competitor - CompetitorC,Competitor,1
4214,1781,Pricing - Requested Quote,Pricing,6
4215,1781,Objection - Switching Cost,Objection,8
4216,1782,Competitor - CompetitorA,Competitor,2
4217,1783,Risk - Competitor Evaluation,Risk,4
4218,1783,Objection - Team Adoption Concern,Objection,2
4219,1783,Technical - Custom Workflow Needs,Technical,1
4220,1784,Budget - Freeze Mentioned,Budget,5
4221,1784,Risk - Stakeholder Pushback,Risk,5
4222,1784,Competitor - CompetitorB,Competitor,3
4223,1784,Competitor - CompetitorA,Competitor,1
4224,1784,Technical - Performance Requirements,Technical,6
4225,1785,Budget - Needs Approval,Budget,1
4226,1786,POC Requested,Buying Signal,4
4227,1786,Budget - Needs Approval,Budget,1
4228,1786,,,1
4229,1786,Risk - Delayed Timeline,Risk,5
