activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
6254,7908,168,Ad Click,2020-12-29T08:26:00,referral
6255,6930,134,Webinar Attended,2020-12-11T16:15:00,
6256,7289,121,Ad Click,2020-06-21T21:48:00,google
6257,4756,85,Page Visit,2020-09-27T23:52:00,referral
6258,611,82,Email Bounce,2024-11-03T06:27:00,
6259,6275,92,Webinar Registration,2021-07-17T20:40:00,
6260,3926,122,Content Download,2023-09-15T16:03:00,
6261,364,129,Form Fill,2023-01-22T07:04:00,twitter
6262,5115,176,Content Download,2023-07-12T23:05:00,
6263,2816,17,Unsubscribe,2022-10-03T02:10:00,
6264,4430,199,Email Open,2024-03-10T06:07:00,
6265,6316,146,Form Fill,2023-11-21T00:10:00,google
6266,3873,189,Email Open,2024-10-02T07:20:00,
6267,3952,102,Email Click,2023-03-25T11:24:00,
6268,2995,45,Email Open,2021-05-12T04:10:00,
6269,7243,54,Content Download,2023-03-25T23:49:00,
6270,6693,37,Ad Click,2022-04-02T07:20:00,linkedin
6271,3936,82,Content Download,2024-12-20T00:00:00,
6272,7259,164,Webinar Registration,2022-02-03T00:41:00,
6273,1902,90,Email Open,2020-11-02T19:36:00,
6274,4002,24,Email Click,2023-04-21T10:02:00,
6275,318,171,Content Download,2024-10-20T05:20:00,
6276,4588,94,Form Fill,2020-08-09T02:25:00,twitter
6277,1580,86,Page Visit,2021-09-26T04:50:00,referral
6278,5754,64,Email Open,2022-08-23T16:16:00,
6279,3863,95,Webinar Attended,2020-01-31T06:39:00,
6280,3704,83,Ad Click,2024-08-28T20:26:00,twitter
6281,1733,172,Email Click,2020-11-03T00:53:00,
6282,4748,90,Ad Click,2020-10-15T18:45:00,
6283,3510,132,Email Open,2022-11-17T06:12:00,
6284,7142,101,Form Fill,2021-04-09T20:36:00,direct
6285,2123,149,Ad Click,2024-06-02T09:00:00,referral
6286,1019,,Content Download,2020-06-11T08:14:00,
6287,4196,153,Webinar Registration,2021-10-01T05:19:00,
6288,7640,50,Form Fill,2024-09-08T23:41:00,direct
6289,2258,176,Unsubscribe,2023-07-22T07:51:00,
6290,471,111,,2024-11-19T23:51:00,
6291,2151,184,Content Download,2021-04-05T19:12:00,
6292,334,29,Content Download,2020-09-30T17:00:00,
6293,6331,100,Email Open,2020-12-13T15:57:00,
6294,228,41,Email Open,2023-05-21T19:30:00,
6295,2558,163,Content Download,2021-12-03T22:34:00,
6296,1118,15,Email Open,2024-12-06T09:57:00,
6297,6505,16,Email Bounce,2023-12-09T01:11:00,
6298,6800,180,Form Fill,2021-09-09T07:49:00,direct
6299,6502,69,Ad Click,2020-08-23T00:40:00,direct
6300,3555,68,Ad Click,2024-12-11T00:00:00,
6301,2919,12,Form Fill,2022-08-12T05:06:00,
6302,4276,179,Webinar Attended,2020-04-06T11:03:00,
6303,5270,111,Webinar Registration,2024-10-22T09:17:00,
6304,5188,70,Content Download,2024-03-01T07:30:00,
6305,3336,135,Content Download,2024-11-17T23:37:00,
6306,4090,100,Email Open,2021-01-11T07:09:00,
6307,1778,192,Content Download,2024-09-20T19:49:00,
6308,2171,,Email Open,2022-04-13T00:13:00,
6309,1256,140,Email Open,2020-05-29T22:52:00,
6310,6711,69,Ad Click,2020-10-13T02:16:00,
6311,338,33,Email Click,2020-11-06T11:36:00,
6312,1310,115,Ad Click,2020-06-30T20:21:00,linkedin
6313,4440,189,Form Fill,2024-11-12T02:12:00,linkedin
6314,7436,175,Webinar Registration,2020-06-04T05:06:00,
6315,4426,135,Email Open,2024-10-05T12:00:00,
6316,1322,79,Email Click,2023-10-03T22:56:00,
6317,6874,95,Email Open,2020-02-02T07:50:00,
6318,4662,108,Ad Click,2023-12-13T09:44:00,
6319,7339,33,Content Download,2020-10-27T12:30:00,
6320,2149,157,Form Fill,2020-06-17T08:04:00,twitter
6321,7344,123,Content Download,2020-04-03T13:13:00,
6322,2939,47,Webinar Registration,2020-03-16T03:10:00,
6323,2147,90,Content Download,2020-10-08T03:13:00,
6324,6345,9,,2020-11-02T06:24:00,google
6325,1595,170,Form Fill,2023-01-25T20:35:00,facebook
6326,5973,199,Page Visit,2024-01-17T09:55:00,direct
6327,7897,166,Form Fill,2023-06-21T21:42:00,referral
6328,1112,103,Email Open,2023-05-05T22:57:00,
6329,239,121,Page Visit,2020-05-24T17:09:00,linkedin
6330,6454,60,Ad Click,2021-03-11T22:46:00,google
6331,4972,91,Page Visit,2024-04-09T12:43:00,direct
6332,6171,141,Page Visit,2022-12-15T21:48:00,twitter
6333,6441,54,Email Click,2023-05-01T08:33:00,
6334,3483,161,Email Open,2023-03-20T09:57:00,
6335,681,140,Webinar Registration,2020-05-14T15:12:00,
6336,904,,Content Download,2021-01-05T11:17:00,
6337,2948,106,Email Click,2024-01-10T20:25:00,
6338,2635,21,Form Fill,2022-01-12T19:38:00,direct
6339,4841,145,Email Open,2020-06-25T07:15:00,
6340,7584,113,Email Open,2020-11-14T13:08:00,
6341,7579,116,Email Open,2024-02-01T17:20:00,
6342,5486,16,Form Fill,2023-11-29T02:15:00,facebook
6343,6297,123,Webinar Registration,2020-04-23T15:09:00,
6344,7553,2,Email Bounce,2024-12-07T00:00:00,
6345,5156,70,Email Click,2024-01-22T13:46:00,
6346,7392,134,Email Click,2020-11-26T17:15:00,
6347,1681,49,Content Download,2023-04-25T20:05:00,
6348,4834,29,Email Click,2020-10-12T23:54:00,
6349,7974,7,Email Open,2023-10-20T19:47:00,
6350,7080,108,Webinar Attended,2023-11-13T14:28:00,
6351,335,152,Content Download,2020-05-05T10:14:00,
6352,5196,12,Email Click,2022-08-15T07:38:00,
6353,2817,183,Email Open,2021-01-18T19:19:00,
6354,7792,30,Content Download,2024-05-05T06:07:00,
6355,4488,65,Email Open,2022-11-22T03:44:00,
6356,7385,109,Email Click,2020-02-07T00:56:00,
6357,3254,48,Webinar Attended,2022-04-30T12:35:00,
6358,3008,9,Page Visit,2020-10-13T16:26:00,referral
6359,6636,192,Email Open,2024-09-28T20:01:00,
6360,4930,160,,2021-01-23T22:12:00,
6361,2608,21,Email Open,2022-01-18T06:52:00,
6362,7194,130,Email Click,2021-05-01T03:00:00,
6363,2533,15,Email Click,2024-10-15T06:16:00,
6364,6680,135,Email Bounce,2024-11-25T02:32:00,
6365,898,97,Content Download,2021-08-18T01:12:00,
6366,4280,162,Email Click,2024-03-12T01:04:00,
6367,2135,154,Ad Click,2024-05-27T11:47:00,direct
6368,7765,132,Unsubscribe,2022-09-20T13:26:00,
6369,2647,199,Unsubscribe,2024-04-06T20:17:00,
6370,5346,134,Email Click,2021-01-06T04:57:00,
6371,1363,95,Email Click,2020-01-20T18:22:00,
6372,7079,49,Page Visit,2023-05-21T13:57:00,linkedin
6373,3468,,Ad Click,2021-07-13T17:56:00,referral
6374,4745,42,,2024-07-26T18:40:00,
6375,4371,40,Email Click,2021-10-05T07:37:00,
6376,6824,16,Email Open,2024-01-04T00:27:00,
6377,7445,130,Webinar Registration,2021-07-01T23:20:00,
6378,1137,139,Email Click,2020-10-24T05:02:00,
6379,4408,198,Content Download,2022-08-25T16:11:00,
6380,5963,116,Email Open,2024-02-04T01:17:00,
6381,3823,16,Webinar Registration,2023-12-24T18:33:00,
6382,619,59,Page Visit,2022-11-27T18:06:00,facebook
6383,5877,62,Content Download,2021-03-13T17:25:00,
6384,4348,86,Content Download,2021-10-13T02:25:00,
6385,2446,164,Email Bounce,2022-01-19T04:48:00,
6386,3086,1,Webinar Registration,2020-02-09T11:55:00,
6387,5916,151,Content Download,2023-02-12T19:37:00,
6388,2481,196,,2024-06-15T13:16:00,direct
6389,3954,161,Form Fill,2023-03-08T05:52:00,direct
6390,24,168,Ad Click,2021-01-13T19:12:00,referral
6391,2347,33,Email Click,2021-02-02T17:13:00,
6392,747,57,Ad Click,2021-05-28T03:09:00,twitter
6393,7957,170,Email Open,2023-02-12T02:46:00,
6394,6642,185,Webinar Attended,2023-08-09T15:23:00,
6395,2868,187,Email Open,2021-09-28T22:07:00,
6396,1766,196,Email Open,2024-06-12T03:17:00,
6397,1373,120,Email Open,2021-04-19T04:51:00,
6398,4686,145,Page Visit,2020-05-13T04:09:00,twitter
6399,4257,43,Ad Click,2020-04-29T04:07:00,linkedin
6400,467,78,Webinar Attended,2020-10-01T07:54:00,
6401,3169,26,Unsubscribe,2022-10-30T21:53:00,
6402,6852,5,Email Open,2023-10-10T12:33:00,
6403,4747,162,Form Fill,2024-03-20T20:45:00,direct
6404,81,27,Email Click,2023-02-06T08:04:00,
6405,6038,13,Unsubscribe,2023-06-18T10:13:00,
6406,2942,135,Form Fill,2024-10-02T13:07:00,google
6407,3863,95,Email Bounce,2020-01-28T00:17:00,
6408,5200,175,Page Visit,2020-05-04T23:47:00,direct
6409,7554,114,Email Open,2023-11-05T22:19:00,
6410,4771,89,Page Visit,2022-06-07T09:39:00,google
6411,7632,138,Email Open,2024-05-16T23:08:00,
6412,1328,72,Content Download,2024-07-02T19:17:00,
6413,368,143,Ad Click,2020-05-04T01:06:00,direct
6414,1055,158,Unsubscribe,2024-12-16T00:00:00,
6415,551,18,Email Bounce,2024-04-19T14:26:00,
6416,1474,148,Email Bounce,2020-06-24T19:00:00,
6417,2636,89,Ad Click,2022-04-14T15:10:00,google
6418,3931,63,Email Open,2022-04-22T06:15:00,
6419,4636,124,Webinar Registration,2022-03-01T09:54:00,
6420,4244,115,Email Open,2020-05-20T12:08:00,
6421,5655,139,Email Open,2020-10-18T13:32:00,
6422,6822,70,Webinar Registration,2024-01-30T06:18:00,
6423,5934,16,Form Fill,2023-12-07T01:31:00,
6424,7109,125,Form Fill,2024-12-26T00:00:00,google
6425,7549,199,Email Click,2024-01-12T14:26:00,
6426,5403,168,Unsubscribe,2021-01-02T11:26:00,
6427,6330,36,Form Fill,2021-01-01T10:25:00,google
6428,1749,62,Email Click,2021-05-13T07:57:00,
6429,6893,89,Ad Click,2022-06-09T16:59:00,twitter
6430,5099,25,Email Click,2022-12-05T02:13:00,
6431,2526,116,,2024-01-24T12:38:00,
6432,1239,166,Unsubscribe,2023-07-18T07:04:00,
6433,3972,47,Email Click,2020-03-23T19:31:00,
6434,2457,111,,2024-11-15T01:24:00,
6435,6562,13,Webinar Registration,2023-06-06T18:35:00,
6436,4427,55,Form Fill,2022-01-08T01:56:00,direct
6437,1233,92,Form Fill,2021-09-06T01:33:00,
6438,4315,127,Page Visit,2020-02-02T06:03:00,linkedin
6439,3434,46,Email Open,2024-09-30T02:17:00,
6440,4811,175,Webinar Attended,2020-05-06T11:38:00,
6441,5230,66,Webinar Attended,2023-05-14T00:09:00,
6442,7012,177,Page Visit,2020-07-05T02:32:00,twitter
6443,7390,109,Form Fill,2020-02-03T20:13:00,facebook
6444,645,157,Email Open,2020-06-05T05:19:00,
6445,4852,94,Ad Click,2020-09-22T00:20:00,referral
6446,7628,48,Webinar Attended,2022-04-14T22:14:00,
6447,702,132,Email Open,2022-12-04T10:11:00,
6448,3886,105,Email Open,2021-08-15T18:20:00,
6449,5553,93,Form Fill,2021-03-19T10:46:00,facebook
6450,1373,33,Email Bounce,2020-12-31T09:29:00,
6451,2405,44,Webinar Registration,2021-06-15T22:10:00,
6452,1863,127,Webinar Registration,2020-04-11T09:07:00,
6453,2571,127,Form Fill,2020-02-17T10:26:00,linkedin
6454,4834,128,Ad Click,2020-10-21T15:38:00,
6455,5387,171,Webinar Attended,2024-10-26T12:08:00,
6456,2715,65,Webinar Registration,2022-09-17T00:45:00,
6457,5494,124,Webinar Registration,2022-03-03T12:34:00,
6458,57,172,Ad Click,2020-10-07T15:04:00,referral
6459,5279,40,Form Fill,2021-09-09T22:18:00,
6460,942,2,Ad Click,2024-12-29T14:01:00,
6461,2739,172,Ad Click,2020-10-10T12:34:00,facebook
6462,2325,67,Email Bounce,2022-03-14T04:16:00,
6463,1386,58,Webinar Attended,2023-01-13T11:17:00,
6464,5060,198,Form Fill,2022-08-12T15:42:00,google
6465,6739,28,Form Fill,2020-05-20T11:26:00,referral
6466,3913,131,Email Open,2022-07-21T21:40:00,
6467,5783,196,Form Fill,2030-03-15T14:30:00,referral
6468,6982,51,Webinar Registration,2024-07-14T12:50:00,
6469,2282,46,Page Visit,2024-09-29T23:43:00,linkedin
6470,2770,104,Webinar Attended,2030-03-15T14:30:00,
6471,1950,195,Unsubscribe,2024-11-08T20:18:00,
6472,519,115,Unsubscribe,2020-06-15T03:19:00,
6473,2412,179,Content Download,2020-05-02T16:29:00,
6474,5976,196,Form Fill,2024-04-04T06:51:00,direct
6475,4696,127,Webinar Registration,2020-04-12T18:43:00,
6476,6699,132,Webinar Registration,2022-10-08T16:50:00,
6477,3080,19,Webinar Registration,2024-02-09T22:40:00,
6478,3742,200,Email Bounce,2023-07-15T04:57:00,
6479,5449,,Form Fill,2020-04-07T08:00:00,
6480,2851,160,Email Open,2021-01-12T18:10:00,
6481,6437,90,Email Open,2020-10-25T06:21:00,
6482,5810,150,Form Fill,2021-01-07T11:25:00,facebook
6483,7281,35,Content Download,2020-12-08T02:42:00,
6484,6644,78,Webinar Registration,2020-11-29T09:27:00,
6485,7913,,Email Open,2020-10-27T10:06:00,
6486,575,109,Content Download,2020-01-23T21:20:00,
6487,7043,145,Email Click,2020-05-31T10:34:00,
6488,1395,170,Form Fill,2023-01-22T17:02:00,google
6489,1843,83,Form Fill,2024-09-14T21:46:00,referral
6490,4587,72,Ad Click,2024-05-15T19:40:00,referral
6491,5299,72,Unsubscribe,2024-08-09T12:49:00,
6492,2886,26,Webinar Registration,2022-08-01T07:25:00,
6493,7874,71,Email Open,2021-04-29T11:04:00,
6494,824,122,Form Fill,2023-11-08T19:54:00,referral
6495,5146,51,Form Fill,2024-07-13T07:29:00,
6496,1993,40,Email Bounce,2021-10-05T04:49:00,
6497,5318,27,Email Open,2023-02-22T19:37:00,
6498,6271,86,Content Download,2021-09-15T02:11:00,
6499,3047,2,Content Download,2024-11-23T21:23:00,
6500,4562,16,,2023-12-26T11:20:00,
6501,6556,140,Webinar Attended,2020-05-23T13:46:00,
6502,3429,134,Email Open,2021-01-02T14:52:00,
6503,6449,58,Email Click,2022-12-17T01:56:00,
6504,1897,116,Email Open,2024-01-31T17:17:00,
6505,2595,,Webinar Attended,2022-08-07T20:08:00,
6506,4221,112,Content Download,2020-09-14T01:20:00,
6507,2153,38,Content Download,2024-06-14T06:50:00,
6508,229,115,Email Bounce,2020-06-25T12:01:00,
6509,2379,28,Webinar Registration,2020-08-03T09:24:00,
6510,1513,88,Ad Click,2024-03-04T12:07:00,direct
6511,5750,186,Email Open,2024-10-18T04:49:00,
6512,850,174,Content Download,2020-04-29T11:53:00,
6513,4829,87,Email Open,2021-01-14T23:14:00,
6514,6511,,Content Download,2022-06-09T21:07:00,
6515,1181,186,Content Download,2024-10-21T18:52:00,
6516,4021,117,Email Click,2020-10-26T10:34:00,
6517,7307,81,Webinar Registration,2020-04-22T12:37:00,
6518,5065,185,Form Fill,2023-06-12T10:48:00,twitter
6519,886,153,,2021-10-08T14:31:00,
6520,7969,139,Ad Click,2020-10-17T13:20:00,google
6521,7283,176,Page Visit,2023-07-03T19:48:00,direct
6522,4046,48,Email Open,2022-05-04T10:08:00,
6523,2841,128,Page Visit,2020-09-30T16:59:00,direct
6524,4713,199,Email Click,2024-02-26T02:07:00,
6525,5655,1,Email Open,2020-03-09T22:13:00,
6526,3582,138,Webinar Registration,2024-05-10T08:09:00,
6527,6588,94,Email Open,2020-07-27T16:43:00,
6528,1587,17,Email Click,2022-09-06T22:28:00,
6529,4916,154,Email Open,2024-06-19T22:14:00,
6530,3347,65,Webinar Attended,2022-10-31T05:48:00,
6531,6865,34,Email Bounce,2023-06-04T19:37:00,
6532,384,146,Webinar Registration,2024-01-02T17:34:00,
6533,6645,168,Ad Click,2020-12-29T01:11:00,referral
6534,2107,169,Webinar Attended,2024-05-15T08:46:00,
6535,3709,84,Form Fill,2021-07-19T23:30:00,google
6536,3483,120,Content Download,2021-04-08T13:49:00,
6537,4124,146,Content Download,2023-12-12T09:13:00,
6538,3919,18,Content Download,2024-03-18T04:33:00,
6539,2257,161,Email Open,2023-03-15T13:44:00,
6540,561,186,Form Fill,2024-10-20T10:34:00,direct
6541,3644,142,Content Download,2022-07-02T02:35:00,
6542,6273,89,Email Click,2022-06-14T11:12:00,
6543,41,86,Email Bounce,2021-10-08T22:26:00,
6544,3132,91,Content Download,2024-04-16T16:05:00,
6545,1216,4,Webinar Registration,2021-01-19T23:38:00,
6546,4511,97,Webinar Registration,2021-09-12T08:15:00,
6547,7965,44,Webinar Registration,2021-06-11T19:50:00,
6548,7345,97,Page Visit,2021-08-17T03:16:00,direct
6549,2773,91,Email Bounce,2024-04-12T15:47:00,
6550,6996,192,Content Download,2024-09-26T17:56:00,
6551,7363,7,Webinar Registration,2023-10-19T19:30:00,
6552,3748,50,Email Click,2024-10-10T08:03:00,
6553,826,180,Email Open,2021-09-18T19:17:00,
6554,2522,62,Webinar Registration,2021-04-13T10:44:00,
6555,1008,140,Email Bounce,2020-05-31T05:41:00,
6556,7356,72,Email Open,2030-03-15T14:30:00,
6557,6785,99,Webinar Attended,2022-09-13T00:32:00,
6558,2353,35,Ad Click,2020-12-18T08:24:00,
6559,6911,145,Form Fill,2020-06-03T23:51:00,twitter
6560,535,97,Form Fill,2021-09-16T04:59:00,facebook
6561,4218,136,Ad Click,2020-06-14T13:40:00,twitter
6562,2154,72,Form Fill,2024-06-28T18:48:00,twitter
6563,1259,119,Form Fill,2023-06-26T16:54:00,referral
6564,6547,197,Form Fill,2021-01-01T04:43:00,referral
6565,1066,191,Email Open,2023-04-09T02:13:00,
6566,4870,27,Content Download,2023-01-28T07:19:00,
6567,6708,85,Content Download,2020-08-22T11:31:00,
6568,6333,133,Content Download,2020-04-15T10:09:00,
6569,7049,9,Email Open,2020-10-25T07:55:00,
6570,4303,13,Email Open,2023-06-10T18:38:00,
6571,6686,30,Content Download,2024-05-12T02:44:00,
6572,2534,111,Webinar Registration,2024-11-22T10:26:00,
6573,4326,,Email Click,2022-09-12T06:49:00,
6574,1828,72,Email Bounce,2024-05-25T11:42:00,
6575,3845,146,Email Open,2023-12-30T15:20:00,
6576,1511,51,Content Download,2030-03-15T14:30:00,
6577,4709,101,Unsubscribe,2021-04-05T10:06:00,
6578,344,52,,2020-11-19T19:46:00,
6579,2024,27,Form Fill,2023-02-06T10:23:00,facebook
6580,2475,55,Webinar Attended,2022-01-10T11:45:00,
6581,3668,104,Content Download,2021-05-05T23:05:00,
6582,3264,9,Content Download,2020-10-10T00:14:00,
6583,7720,155,Email Click,2021-10-13T13:34:00,
6584,3140,85,Page Visit,2020-08-23T02:46:00,facebook
6585,1951,186,Content Download,2024-10-31T07:24:00,
6586,4588,,Webinar Registration,2021-11-04T22:42:00,
6587,6051,142,Form Fill,2022-06-11T23:24:00,referral
6588,5616,10,Email Open,2023-01-16T22:37:00,
6589,3359,40,Email Click,2021-09-07T14:59:00,
6590,6813,53,Webinar Registration,2023-12-13T12:50:00,
6591,7468,,Content Download,2023-04-30T14:18:00,
6592,899,100,Unsubscribe,2030-03-15T14:30:00,
6593,6064,185,Email Click,2023-07-31T15:04:00,
6594,6260,93,,2021-03-22T14:02:00,
6595,7061,96,Webinar Registration,2022-01-21T22:42:00,
6596,949,47,Page Visit,2020-03-21T19:52:00,
6597,140,114,Form Fill,2024-01-03T09:21:00,
6598,4644,,Ad Click,2024-12-14T10:25:00,referral
6599,6203,32,Page Visit,2022-07-24T23:14:00,direct
6600,1764,199,Webinar Attended,2024-01-22T05:17:00,
6601,3219,,Page Visit,2022-10-29T09:11:00,google
6602,3540,193,Form Fill,2020-12-03T18:20:00,direct
6603,7529,191,Page Visit,2030-03-15T14:30:00,
6604,6104,128,Email Open,2020-10-11T00:29:00,
6605,4349,167,Form Fill,2020-08-17T08:05:00,linkedin
6606,3260,8,Form Fill,2024-12-12T13:52:00,
6607,6958,47,Content Download,2020-03-20T10:45:00,
6608,5944,55,Form Fill,2022-01-07T05:52:00,linkedin
6609,5297,7,Ad Click,2023-10-13T21:23:00,google
6610,6812,39,Email Open,2020-11-10T21:39:00,
6611,177,155,Webinar Attended,2022-01-01T18:14:00,
6612,822,162,,2024-03-09T06:07:00,twitter
6613,5549,104,Content Download,2021-04-18T15:47:00,
6614,2073,75,Ad Click,2023-08-31T02:18:00,google
6615,2341,52,Form Fill,2020-11-10T15:13:00,referral
6616,3810,162,Email Open,2024-03-08T18:45:00,
6617,6092,34,Email Open,2023-07-14T21:29:00,
6618,7719,119,Form Fill,2023-07-15T01:36:00,twitter
6619,3866,57,Ad Click,2021-05-22T09:32:00,google
6620,7503,1,Email Click,2020-01-11T03:37:00,
6621,5136,186,Email Click,2024-10-31T06:03:00,
6622,86,9,Content Download,2020-10-24T22:57:00,
6623,3436,161,Email Open,2023-03-21T17:13:00,
6624,3399,199,Form Fill,2024-02-01T08:13:00,twitter
6625,640,60,Email Bounce,2021-03-06T19:20:00,
6626,6875,9,Email Click,2020-10-25T11:13:00,
6627,1329,140,Form Fill,2020-06-04T09:05:00,facebook
6628,1338,44,Webinar Registration,2021-06-20T06:21:00,
6629,602,97,Webinar Registration,2021-08-22T18:55:00,
6630,4107,151,Ad Click,2023-01-15T07:02:00,linkedin
6631,4485,180,Content Download,2021-10-05T12:23:00,
6632,3438,59,Email Open,2022-10-21T11:55:00,
6633,2804,146,Ad Click,2024-01-12T23:02:00,facebook
6634,4051,76,Webinar Registration,2021-04-01T13:35:00,
6635,5827,121,Form Fill,2020-06-16T22:20:00,facebook
6636,7111,154,Email Open,2024-03-29T02:38:00,
6637,6345,48,Email Open,2022-04-28T03:25:00,
6638,2386,174,Form Fill,2020-05-02T07:42:00,google
6639,1037,67,Email Click,2022-03-10T15:14:00,
6640,7061,10,Ad Click,2023-03-17T22:57:00,facebook
6641,7022,112,Webinar Registration,2020-09-15T16:48:00,
6642,7354,141,Form Fill,2022-12-21T19:08:00,google
6643,4516,137,Ad Click,2023-06-30T10:47:00,twitter
6644,2822,132,Ad Click,2022-11-06T21:11:00,facebook
6645,4961,153,Form Fill,2021-10-04T10:40:00,direct
6646,4246,37,Webinar Attended,2022-04-21T01:55:00,
6647,6514,147,Ad Click,2022-06-27T00:35:00,facebook
6648,7945,,Content Download,2023-03-09T23:33:00,
6649,6575,67,Ad Click,2022-03-11T19:38:00,linkedin
6650,5768,,Unsubscribe,2023-03-19T13:10:00,
6651,24,5,Content Download,2023-10-13T10:15:00,
6652,7686,14,Form Fill,2020-06-15T20:16:00,twitter
6653,4094,128,,2020-09-27T13:04:00,twitter
6654,5619,19,Content Download,2024-02-17T12:32:00,
6655,1983,131,Form Fill,2022-08-25T18:50:00,google
6656,4295,67,Email Click,2022-03-08T11:10:00,
6657,7180,38,Form Fill,2024-04-24T08:22:00,direct
6658,169,63,Unsubscribe,2022-04-27T01:05:00,
6659,5617,195,Webinar Attended,2024-11-15T06:48:00,
6660,7680,126,Page Visit,2021-06-21T05:31:00,facebook
6661,7985,99,Page Visit,2022-10-30T17:03:00,facebook
6662,5940,97,Content Download,2021-08-20T13:07:00,
6663,7287,103,Email Open,2023-04-26T05:03:00,
6664,547,24,Form Fill,2023-02-24T08:43:00,twitter
6665,1287,56,Ad Click,2021-08-18T21:10:00,
6666,6408,86,Email Open,2021-10-15T09:55:00,
6667,7384,110,Email Open,2023-01-29T06:07:00,
6668,5932,77,Content Download,2020-04-02T03:09:00,
6669,5718,162,Form Fill,2024-03-25T03:16:00,google
6670,6331,149,Content Download,2024-06-16T18:04:00,
6671,4653,147,Page Visit,2022-06-06T04:35:00,twitter
6672,3721,181,Email Open,2021-12-31T15:09:00,
6673,891,54,Email Open,2023-05-17T21:10:00,
6674,286,95,Email Click,2020-01-27T23:44:00,
6675,1475,46,Ad Click,2024-10-05T20:55:00,facebook
6676,5693,,Form Fill,2024-10-28T07:26:00,google
6677,2946,19,Ad Click,2024-01-27T03:18:00,linkedin
6678,2458,124,Email Open,2022-01-30T19:36:00,
6679,3149,18,Content Download,2024-04-13T10:21:00,
6680,1275,164,Ad Click,2022-04-30T04:25:00,facebook
6681,7086,97,Email Open,2021-08-27T02:53:00,
6682,2104,85,Form Fill,2020-08-21T08:54:00,
6683,6826,,Email Click,2020-05-06T13:06:00,
6684,401,57,Webinar Attended,2021-05-05T07:23:00,
6685,6173,67,Webinar Registration,2022-03-15T16:21:00,
6686,1042,126,Email Click,2021-07-02T08:11:00,
6687,325,167,Form Fill,2020-08-21T08:00:00,direct
6688,1070,139,Email Open,2020-10-26T14:03:00,
6689,5861,120,Email Click,2021-03-17T07:49:00,
6690,1924,123,Form Fill,2020-05-12T10:02:00,
6691,6623,30,Email Open,2024-04-15T05:25:00,
6692,2126,1,Email Open,2020-01-06T02:13:00,
6693,3390,147,Form Fill,2022-06-24T01:18:00,
6694,7860,149,Ad Click,2024-06-13T15:17:00,twitter
6695,879,60,Webinar Registration,2021-03-09T15:37:00,
6696,7247,141,Content Download,2022-12-23T02:00:00,
6697,2073,91,Email Open,2024-04-07T19:36:00,
6698,5380,37,Email Open,2022-04-16T09:46:00,
6699,5481,101,Webinar Registration,2021-04-28T05:11:00,
6700,1453,166,Email Click,2030-03-15T14:30:00,
6701,5577,155,Email Open,2021-10-20T00:34:00,
6702,106,,Form Fill,2023-07-17T13:39:00,google
6703,4007,145,Email Open,2020-05-17T19:50:00,
6704,4867,37,Email Open,2022-03-25T17:28:00,
6705,4593,164,Form Fill,2022-04-24T14:23:00,facebook
6706,266,59,Ad Click,2022-10-20T06:32:00,direct
6707,6422,36,Email Open,2021-01-28T06:50:00,
6708,324,16,Page Visit,2023-12-28T17:10:00,twitter
6709,5522,42,Page Visit,2024-08-06T03:58:00,facebook
6710,3994,179,Email Click,2020-05-14T01:36:00,
6711,4291,128,Webinar Registration,2020-10-18T16:08:00,
6712,2330,157,Form Fill,2020-08-11T06:59:00,linkedin
6713,4665,76,Email Open,2021-03-10T16:18:00,
6714,6574,107,Webinar Attended,2021-12-12T09:58:00,
6715,4756,156,Email Open,2024-03-02T01:08:00,
6716,2534,31,Ad Click,2020-09-14T03:59:00,referral
6717,3807,155,Page Visit,2021-11-21T18:47:00,
6718,4111,,Content Download,2030-03-15T14:30:00,
6719,245,34,Email Open,2023-06-12T05:44:00,
6720,3138,158,Email Open,2024-11-29T01:26:00,
6721,279,134,Content Download,2021-01-11T09:28:00,
6722,6991,85,Content Download,2020-09-07T17:48:00,
6723,893,70,Ad Click,2024-03-23T08:29:00,
6724,7288,44,Webinar Registration,2021-06-14T03:55:00,
6725,3869,174,Email Open,2020-05-05T15:12:00,
6726,1464,68,Email Click,2024-12-23T00:00:00,
6727,364,6,Email Open,2024-12-06T00:00:00,
6728,2018,134,Content Download,2020-12-19T16:59:00,
6729,6244,26,Ad Click,2022-09-23T12:58:00,facebook
6730,6553,59,Page Visit,2022-11-08T15:57:00,twitter
6731,5413,83,Content Download,2024-07-15T12:00:00,
6732,1983,63,Form Fill,2022-04-21T21:58:00,linkedin
6733,669,184,Email Bounce,2021-03-19T18:42:00,
6734,2849,81,Ad Click,2020-04-13T13:43:00,facebook
6735,1886,156,Content Download,2024-04-20T13:22:00,
6736,2351,178,Email Open,2021-05-14T19:30:00,
6737,6129,,Form Fill,2020-11-22T06:29:00,linkedin
6738,5830,156,Email Open,2024-03-19T00:41:00,
6739,6950,63,Content Download,2022-04-05T03:27:00,
6740,7387,188,Webinar Attended,2024-05-17T14:52:00,
6741,4612,133,Email Bounce,2020-04-06T08:47:00,
6742,2642,5,Email Bounce,2023-10-26T19:00:00,
6743,4103,111,Email Open,2024-10-12T17:18:00,
6744,5143,106,Form Fill,2023-11-12T15:12:00,
6745,826,190,Content Download,2023-03-10T06:39:00,
